age	city	ethnicity	first_name	last_name	location	name	sex	state	tiernum	year	years_of_schooling	vowel	stress	pre_word	word	fol_word	F1	F2	F3	B1	B2	B3	t	beg	end	dur	plt_vclass	plt_manner	plt_place	plt_voice	plt_preseg	plt_folseq	style	glide	pre_seg	fol_seg	context	vowel_index	pre_word_trans	word_trans	fol_word_trans	F1@20%	F2@20%	F1@35%	F2@35%	F1@50%	F2@50%	F1@65%	F2@65%	F1@80%	F2@80%	nFormants	F1_man	F2_man	F3_man	plt_code	plt_stress	plt_word	t_man
												EH	1		THERE		641.9	1814.3	2687.4	126.7	139.6	334.4	364.199	364.149	364.299	0.15																644.7	1816.7	641.7	1814.1	633.9	1825.4	634.9	1816	621.3	1827.3	4	633	1775	2609	24.6003	1	there	364.1808
												AH	1		BUDDIES		612.1	1181.9	2522.6	39.2	79.2	127	365.905	365.878	365.958	0.08																599.5	1108.3	612.7	1188.9	613.8	1286.2	600.7	1402.1	549	1486.1	5	631	1203	2611	6.14211	1	buddies	365.905
												AW	1		DOWN		579.5	1603.8	2682.3	34.5	112.5	162.9	367.601	367.563	367.713	0.15																550	1628.3	650.3	1550.2	763.3	1483.1	774.4	1405.6	755.4	1390	5	802	1454	3035	42.4423	1	down	367.6645
												EY	1		MAYBE		526.3	1951.3	2691.2	119.1	248.3	204.9	368.515	368.503	368.563	0.06																526.3	1951.3	521.7	1972.2	505.5	1980.6	488.4	1970.4	466.4	1908.2	5	537	1979	2737	21.1122	1	maybe	368.5113
												EH	2		WEEKEND		580.8	1867.5	2603.5	42.7	125.1	173.3	369.22	369.203	369.253	0.05																564.6	1876.1	580.8	1867.5	613.9	1855	638.7	1845.8	646.9	1832	5	665	1860	2739	2.44203	1	(week)end	369.2406
												IH	2		HIM		626.6	1680.8	2593.1	71.7	132.1	651.1	369.55	369.513	369.623	0.11																622.5	1709.7	627.3	1679.5	638.2	1656.3	663.9	1628.8	665.2	1617.7	5	706	1675	3020	1.412	1	him	369.5916
												IY	1		CEDAR		372.8	2038.1	2987.1	138.6	117.6	671.9	383.167	383.143	383.214	0.071																460.4	2130.2	374.2	2035.1	378.3	2031.2	374.3	2049.1	375.4	2031.2	4	377	1997	2681	11.14231	1	cedar	383.1825
												OY	1		POINT		642.3	873.5	2177.9	151.4	177.6	678	383.493	383.443	383.594	0.151																602.9	914.1	642.6	882.8	630.2	1083.5	611.2	1428.4	612.8	1727.7	6	700	857	2404	61.44213	1	point	383.4924
												AA	1		PARK		621.4	1384.7	2032.5	84.4	211.1	251.5	386.226	386.209	386.26	0.051																624.4	1381.7	621.2	1386.6	620.9	1405.3	620.8	1421.8	624	1426.5	5	613	1400	1919	44.6001	1	park	386.2457
												EH	2		WEEKEND		609.3	1768.8	2680	83.1	205.7	408.8	389.016	388.999	389.05	0.051																582.3	1799.1	615.5	1762	652.2	1719.3	673.8	1680.3	673.3	1664	5	692	1687	2598	2.44203	1	(week)end	389.032
												EH	1		CONNECTICUT		713	1741.1	2484.9	51.3	197.3	278.6	394.848	394.818	394.908	0.09																707.8	1741.5	710.7	1740.9	675.6	1739	621.9	1721.3	569.6	1647.3	5	728	1751	2485	2.16145	1	(Con)necticut	394.8406
												AA	1		LOT		731.6	1407.7	2776.6	61.8	127.5	190.9	395.321	395.267	395.428	0.161																732.3	1383.4	732.1	1411.6	735.2	1441.9	706.8	1443	656.7	1472.8	5	753	1456	2757	5.1417	1	lot	395.3352
												AE	1		FAMILY		590.3	2181.4	2805.7	165.5	226.1	258.9	397.356	397.316	397.436	0.12																551.3	2120.1	594.8	2186	623.2	2181.1	627	2175.1	636.6	1935.7	4	608	2047	2679	3.41212	1	family	397.3682
												UW	1		TOO		523.2	1546.1	2577.1	132.9	348.6	148.2	398.113	398.106	398.286	0.18																513.8	1620.6	531.3	1552.1	522.5	1367.1	518.5	1252.2	508.1	1122.3	5	533	1582	2538	73.0003	1	too	398.1568
												OW	1		SO		582	1371.8	2486.4	37.1	96.6	335.4	398.939	398.884	399.104	0.22																575.2	1366.7	602.5	1336.2	629.4	1266.7	635.4	1178.4	660	1082.6	5	586	1384	2541	62.0003	1	so	398.942
												EY	1		SAY		515.2	2015.7	3999	339.2	229	1240	400.178	400.104	400.503	0.399																514.9	2018	511.4	2343.2	472.1	2489	458.9	2439.8	444.8	2638.1	3	516	1865	2642	22.0003	1	say	400.1762
												AA	1		PROBABLY		613.1	1393	2650	48.7	477.8	485.9	402.981	402.958	403.028	0.07																602.9	1426.7	614.2	1386.9	619.3	1318.3	614.7	1295.6	594.6	1291.2	5	638	1447	2620	5.11282	1	probably	402.9978
												AO	1		FOUR		533	916.3	2620.8	81.1	121.1	154.5	404.153	404.126	404.206	0.08																549.4	904.5	532.7	920.2	531.8	976.3	538.2	1067.2	532.7	1161.4	5	530	964	2526	64.6001	1	four	404.1659
												AA	1		LOT		807.1	1464.8	2733.5	59.4	141.6	285	413.442	413.422	413.482	0.06																807.8	1433.9	806.2	1468.2	791	1498.3	767.7	1520.2	744.4	1536.9	5	821	1464	2695	5.1417	1	lot	413.44
												IY	1		PEOPLE		398.6	2651.2	3967.8	206.2	146	1633	413.645	413.602	413.732	0.13																543.2	2630.8	398.8	2649.1	410.5	2590.1	431.1	2494.8	481.3	2546.2	3	384	1957	2753	11.11111	1	people	413.6337
												AE	1		CHANCE		562.5	2040.2	2643.6	178.7	173.2	439.8	418.448	418.418	418.508	0.09																561.9	2033.7	563.4	2039.9	565.2	2027.7	578.2	1949.4	603	1853.5	5	565	2045	2656	3.44253	1	chance	418.4497
												AY	1		I		669.9	1636.1	2577.5	93.2	123.8	361.8	420.126	420.085	420.175	0.09								m								642.9	1562.5	666.2	1612.3	669.2	1639.7	662.3	1629	643.5	1607.6	5	673	1667	2654	41.0006	1	I	420.134
												AY	1		LIKE		612.6	1410.7	2543.7	53.1	141.2	410.8	420.253	420.255	420.325	0.07																593	1618.2	566.1	1716.9	536.4	1777.4	511.5	1805.2	584.1	1855.8	5	634	1606	2728	47.1617	1	like	420.2617
												AO	1		CALL		686.3	1034.4	2027.5	68	148.3	494.9	420.558	420.515	420.644	0.129																692	1060.2	684.1	1041.5	667.1	1083.9	648.1	1077.5	653.8	1066.7	6	719	1072	2248	53.542	1	call	420.5534
												AE	1		CHANCE		550.5	2050.2	2858.1	121.5	273.9	666.9	423.922	423.902	423.962	0.06																533.9	2055.6	553.4	2049.2	580	2049.9	611.6	2032.5	617.4	2008.4	5	534	2028	2635	3.44253	1	chance	423.9095
												IH	1		BIG		479	1807	2567.1	63.5	200.9	487.6	428.883	428.853	428.943	0.09																468.1	1677.3	479.9	1816.9	476.5	1837.3	451.4	1459.5	436.2	1570.7	6	469	1970	2653	1.1621	1	big	428.9055
												IY	1		PEOPLE		449.1	2309	2941.6	134.4	237	395.8	432.366	432.336	432.426	0.09																445.2	2251.7	449.3	2315.8	456.8	2392	472	2224.5	498.9	2023.5	4	451	2177	2669	11.11111	1	people	432.3642
												IY	1		DEAL		422.6	2054.9	2801.7	153.5	401.5	368.6	432.616	432.586	432.676	0.09																365.1	1912.8	425.3	2062.2	438.3	2052.4	443.5	2001.3	450.9	1781.7	5	433	2011	2751	11.5423	1	deal	432.6309
												EH	1		STRESS		595.6	1551.8	2400.1	40.2	150.6	246.8	433.366	433.336	433.425	0.089																557.4	1539.2	599.8	1554.9	652.2	1573.7	659.7	1560.9	631.2	1551.2	5	681	1634	2602	2.3418	1	stress	433.3865
												AA	1		FAR		668.2	1269.1	2209.6	99.2	137.4	169.6	433.709	433.685	433.756	0.071																638.5	1196.2	670.2	1277.1	675.6	1344	659	1415.5	630.3	1465.5	5	676	1286	2174	44.6001	1	far	433.7147
												EH	2		ECONOMICS		794.1	1740.9	2995.9	84.9	236.3	416.9	434.009	433.986	434.056	0.07																801.7	1738.3	792.4	1742.3	775.6	1756.2	751.2	1748	919	1990.5	4	795	1674	2668	2.16102	1	economics	434.0064
												AA	1		ECONOMICS		852.1	1581.5	2664	136.2	164.8	1947.4	434.283	434.236	434.376	0.14																824.3	1632.6	852.2	1573.4	860	1531.1	850.2	1487.9	829.7	1409.5	5	876	1524	3165	5.41241	1	(eco)nomics	434.3141
												EH	1		AREA		559.5	1806.7	2512.1	69.8	116.8	217	434.893	434.866	434.946	0.08																551.4	1815.3	559.9	1805	569.5	1763.7	568	1703.4	557	1646.8	5	544	2044	2773	24.60001	1	area	434.844
												OW	1		GO		571	1242.5	2320.9	62.3	156.6	437.1	438.377	438.352	438.472	0.12																568.7	1246.4	589.9	1183.8	590.7	1118.1	599.3	1010.8	618	1020.9	6	599	1172	2437	62.0006	1	go	438.3984
												AH	1		HUNTING		680.9	1223.5	2354.9	140.9	136	815.6	444.811	444.794	444.844	0.05																683.9	1201.7	680.9	1223.5	677.2	1269.7	662.1	1304.9	645.4	1327.1	6	662	1225	1947	6.44203	1	hunting	444.8132
												AE	1		CAMP		593.7	2033.1	2716.9	120.2	146	225.8	445.121	445.084	445.194	0.11																581.3	2061	595.7	2031.5	627.7	2008.6	644.1	1925.9	663.4	1785.8	5	620	2026	2723	3.41203	1	camp	445.13
												AH	1		UP		615.3	1134	2817.9	76.2	172.1	559	445.314	445.294	445.354	0.06																601.5	1111	616.9	1138.4	618.3	1158.1	601.6	1172	622.2	1275.4	5	619	1108	2654	6.111	1	up	445.3181
												AH	1		UP		692.3	1319.7	2304	93.4	210.8	1337.1	446.847	446.807	446.927	0.12																647.6	1297.8	696.3	1314.9	714.9	1270.8	691.9	1241.1	633.6	1195.4	6	714	1246	2290	6.111	1	up	446.8668
												EY	1		LAKES		568.9	2081.1	2808.6	191.1	303.4	557.4	447.378	447.307	447.457	0.15																559	1895.9	555.1	2028.2	566.6	2105.2	561.1	2280	716.2	2332.1	4	552	1826	2681	21.1617	1	lakes	447.3409
												EH	1		EVERYTHING		701.1	1626.1	2486.6	159.4	213.1	460.7	447.687	447.667	447.726	0.059																709.2	1649.4	698.5	1623	673.5	1601.3	630	1570.2	562.3	1494.8	6	705	1617	2495	2.32202	1	everything	447.6862
												EH	1		BEAR		544	2010.4	2486.2	86.9	103.7	640.4	458.04	457.983	458.154	0.171																548.8	2008.4	541.7	2011.5	543.9	1997.3	563	1829.8	558.9	1698.7	5	551	2001	2468	24.6001	1	bear	458.0315
												IH	1		DEER		450.8	2603.4	3666.5	371.7	283.2	766.7	458.723	458.653	458.863	0.21																358	2607	457.3	2583.2	567.6	2225.4	558.8	2007.3	560.8	1930.1	3	383	2109	2852	14.6003	1	deer	458.7004
												AW	2		WATERFOWL		731.3	1150	2828.1	65.4	90.5	774.1	460.332	460.315	460.435	0.12																742.5	1153.6	744	1139.2	734.9	1143	719.8	1129.8	697.5	1106.9	5	748	1146	2837	42.5421	1	(water)fowl	460.3471
												ER	1		TURKEY		475.2	1649.3	2807.9	99.2	108.7	800.7	461.462	461.422	461.542	0.12																767.1	1911	474.2	1646.4	473.1	1666.2	491.3	1712.9	496.1	1792.5	4	455	1486	1725	94.60031	1	turkey	461.4833
												UW	1		DO		435.8	1698	2461.3	134.1	287.7	240.2	462.208	462.201	462.331	0.13																455.4	1536.9	467.6	1417.4	483.1	1188.4	487.4	1080.8	504.7	1060	6	424	1616	2441	73.0003	1	do	462.2138
												AW	1		AROUND		691.6	1339.4	2082.5	106.3	133.4	935.6	462.432	462.402	462.521	0.119																668.1	1349.1	730	1328.3	757.2	1327.7	748.3	1316.9	700.3	1303.5	6	766	1334	2293	42.44273	1	(a)round	462.4691
												IH	1		DIDN'T		517.5	1838.5	2932.6	27.3	274.1	551.2	467.455	467.438	467.488	0.05																512.8	1840.1	517.5	1838.5	527.9	1845.2	537.8	1857.9	547	1873.3	4	548	1849	2551	1.14233	1	didn't	467.4787
												AO	1		STORY		600.5	1348.5	2636.9	168.7	711.6	500.9	469.692	469.649	469.779	0.13																567.5	1496.5	600	1339.6	593.5	1278.9	586.6	1422.8	590.1	1707.7	4	579	1176	2639	64.60031	1	story	469.7124
												IH	1		DIDN'T		439.6	1739.9	2673.6	99.4	367.6	243.2	470.293	470.27	470.339	0.069																431.3	1810	442.7	1740.8	464.5	1730	469.5	1735.5	476.8	1728.7	5	471	1737	2541	1.14233	1	didn't	470.3175
												AE	1		ACTUALLY		625.5	2045	2770	116.5	151.6	510.4	470.453	470.42	470.52	0.1																621.4	2035.4	625	2043.5	607.6	2030.7	582.8	2015.7	573.1	2035	4	614	1997	2601	3.16105	1	actually	470.4406
												AE	1		BAG		628	1886.6	2682.1	68.2	167	291.1	470.967	470.89	471.12	0.23																583.2	1949.2	636.7	1885.2	682.6	1914.3	679.4	1936.1	627.3	2043	4	642	1843	2636	3.1621	1	bag	470.9739
												AA	1		ODD		858	1390	3338.9	71.1	225.4	390.3	473.686	473.606	473.846	0.24																851.3	1465.4	858	1376.7	869.3	1388.4	852.1	1486.5	715	1638.2	4	862	1380	3057	5.142	1	odd	473.7317
												IY	1		MEETING		435.6	2280.1	2906.3	124.1	177.3	386.3	474.049	474.006	474.136	0.13																436.7	2285.1	435.7	2278.7	433.3	2263.5	430.9	2200.9	430.2	2174	4	435	2241	2820	11.1412	1	meeting	474.052
												AO	1		MORNING		599.4	825.2	2199	108	286	828.8	475.676	475.646	475.736	0.09																578.8	814.1	601.3	829.1	627.3	883.2	645.5	970.9	616.2	1064.3	6	618	902	2255	54.6002	1	morning	475.6919
												AH	1		HUNT		657.6	1107.8	2247.3	275.1	224.6	407.2	476.009	475.966	476.096	0.13																675.4	1134.4	657.1	1110.5	682.1	1167.2	714.7	1309.4	648.4	1429.5	6	635	1113	2174	6.44203	1	hunt	476.0178
												EH	1		SET		591.8	1567.4	3069.2	40.9	183.3	746.9	478.698	478.675	478.745	0.07																564.4	1576	594.1	1568.8	601.3	1586.8	592.3	1586	572.4	1573.9	4	607	1559	2641	2.1413	1	set	478.7049
												AH	1		UP		677.9	1439.6	2772.7	81.7	188.6	251.7	478.805	478.775	478.865	0.09																637.5	1478	682.7	1432	705.3	1393.1	702.6	1344.7	658.2	1268.6	4	696	1345	2705	6.111	1	up	478.8189
												AO	1		FOUR		487.6	757.8	2629.3	115.4	188.8	392.3	479.231	479.194	479.304	0.11																497.6	776.8	486.9	762.9	495.8	844.9	512.8	923.4	542.9	1031.2	5	495	840	2499	64.6001	1	four	479.2485
												AH	1		HUNTERS		741.4	1172.4	2094.5	121.4	99.2	441.8	479.488	479.465	479.535	0.07																742.8	1156.3	741.1	1178.5	729.5	1230.1	708.6	1265.8	672.5	1327.8	6	737	1160	2060	6.44204	1	hunters	479.4879
												AH	1		HUNDRED		723	1366.4	2824.9	84.5	130.8	356.2	480.228	480.205	480.275	0.07																760	1319.1	719.4	1372.3	658.1	1441	588.5	1524.2	484	1632.1	5	778	1271	2981	6.44203	1	hundred	480.2138
												IH	1		FIFTY		476.8	1757.3	2545.5	38.9	316.1	113.4	480.522	480.495	480.575	0.08																445.7	1737.4	477.8	1759	497.8	1769	518.6	1764.9	514.6	1732.3	6	499	1749	2592	1.32114	1	fifty	480.542
												AA	1		APART		647.3	1118.5	2542	50.2	86.9	135.1	481.172	481.135	481.245	0.11																633.2	1092.2	648.3	1120.9	666.6	1186.9	665.3	1280.5	651.2	1394.1	5	658	1146	2463	44.6001	1	(a)part	481.1847
												EH	1		THEN		737.2	1734.9	3009.2	54.9	81.4	542.1	481.95	481.923	482.003	0.08																731.7	1713.8	737.5	1736.4	742.4	1743	743.4	1735.4	736.1	1718.7	4	737	1721	2786	2.4423	1	then	481.9517
												AW	1		ABOUT		677.9	1217.7	2663.8	39.1	75.2	351.6	482.155	482.133	482.223	0.09																666.5	1209.9	691.4	1237.4	694	1253.9	696.6	1262.5	689.4	1277.7	5	698	1258	2807	42.1411	1	(a)bout	482.175
												AY	1		MILE		774.5	1265.9	2138.3	50.1	70.8	2354	482.409	482.393	482.493	0.1								s								772.4	1211.4	774.4	1281.6	774.1	1324.9	776.5	1374.3	771.3	1351.6	6	778	1266	2787	41.5422	1	mile	482.4223
												AE	1		HALF		766	1816.5	2947.1	47.4	135.2	278.7	482.763	482.733	482.823	0.09																765.8	1844.9	765.9	1813.6	766.5	1780.3	766.5	1733.9	725.5	1635	4	765	1814	2811	3.321	1	half	482.7505
												EH	1		SEVEN		632.6	1626	2870.3	31.4	254.8	1171.4	484.774	484.747	484.827	0.08																602.7	1595.1	630.8	1590.4	658.5	1253.3	667.6	942.9	654.4	1028.7	6	678	1618	3201	2.32231	1	seven	484.7973
												UH	1		PUSHED		462.1	1168.2	2553	108.8	71.6	157.9	485.633	485.616	485.667	0.051																463.2	1135.5	462.1	1175.8	463.7	1219.6	473.2	1288.9	482.2	1350.8	6	465	1224	2541	7.3421	1	pushed	485.6406
												AO	1		ALL		708.3	1340.7	2628.6	60.3	241.7	211.1	486.074	486.057	486.107	0.05																699.7	1395	708.3	1340.7	718.3	1257.2	719.7	1221.4	721.1	1223	6	721	1163	3096	53.542	1	all	486.1112
												AO	1		SORTA		519.1	1096.3	2235.8	52.3	278.2	686.3	487.724	487.704	487.764	0.06																489.2	1162.4	522	1100.5	536.1	1138.6	531.7	1176.3	521.4	1231	6	541	1139	2220	54.60031	1	sorta	487.7352
												UH	1		PUSH		497.5	1184.4	2648.4	108.5	109.8	111.5	488.004	487.984	488.044	0.06																491.3	1102.5	498.7	1195.7	510.6	1302.1	517.3	1425.5	503.3	1519.3	5	484	1130	2660	7.3511	1	push	487.9995
												AE	1		ANIMALS		619.2	2023.6	2725.9	143.2	155.2	190.3	488.213	488.173	488.293	0.12																538.6	2028.8	627.2	2018.8	661.2	1959.2	700.6	1860.1	718.3	1750	6	650	1946	2728	3.44202	1	animals	488.2388
												EY	1		MAY		565.2	1893.9	2508.1	121.7	221.6	442.3	490.834	490.822	490.902	0.08																565	1915.6	563.5	1948	555.6	1963.2	539.5	1975.8	537.8	1946.8	5	561	1859	2365	22.0002	1	may	490.8337
												IY	1		AGREE		402.3	1939	2643.2	166.7	191.9	162.8	491.298	491.261	491.371	0.11																381.4	1877.5	405.1	1941.2	423.7	1936.8	447.9	1856.1	485.3	1646.6	5	436	1949	2634	12.0008	1	(a)gree	491.3032
												AE	1		ANIMAL		627.1	2022.3	2818	98.5	200.3	472.7	495.507	495.477	495.567	0.09																617.2	2064.3	629.9	2014.5	661	1967.3	693.2	1901.5	714.4	1783.3	5	622	2047	2902	3.44202	1	animal	495.5049
												AO	1		MORNING		597	779	2033.9	32.8	524	688.5	497.156	497.113	497.242	0.129																569.2	693.8	597.2	788.4	628.5	796.6	646.5	820	657	962.1	6	725	820	2457	54.6002	1	morning	497.2007
												EY	1		THEY		544.5	1938.7	2643.1	37.8	189.5	225.8	497.514	497.502	497.632	0.13																535.5	2029.5	531.9	2059.3	521.3	2085.5	493.4	2109.9	513.8	2136.8	5	537	2006	2513	22.0003	1	they	497.5198
												EH	1		BEAR		568.1	1989.5	2687.4	65.8	92.4	426.1	498.406	498.373	498.473	0.1																565.2	2006.9	568.5	1984.3	578.7	1944.3	590.8	1898.9	593.4	1853.7	4	557	1951	2506	24.6001	1	bear	498.3984
												EH	1		DEN		654.1	1912.2	2875.5	94.4	203.2	287.6	499.153	499.103	499.253	0.15																557	1952.4	663.7	1909.4	735.8	1786.6	741.8	1747	735.6	1754.5	4	731	1715	2828	2.4423	1	den	499.1915
												AY	1		I		815.7	1766	2531.7	51.1	118.5	336.5	500.533	500.49	500.62	0.13								m								795.1	1767.5	815.5	1761.9	787.7	1822.6	710.8	1866.5	595.1	1888.5	5	827	1786	2588	41.0006	1	I	500.5386
												AH	1		COMING		734.6	1252.6	2501.3	96.7	417.8	605.3	501.646	501.62	501.699	0.079																691.5	1244.7	745.2	1259.4	770.5	1287.5	747.8	1263.3	703.3	1259.1	5	789	1338	2571	6.412	1	coming	501.6565
												ER	1		THIRTY		495.5	1757	4335.9	127.1	110	1013.8	502.844	502.807	502.918	0.111																504.4	1843.3	494.6	1753.3	486.7	1740.6	478.4	1761.2	479.6	1759.7	3	464	1395	1837	94.60031	1	thirty	502.8679
												AE	1		BLACK		741.7	1738	2637	60.9	85.9	260.6	505.381	505.348	505.448	0.1																736.2	1695.6	743.1	1745.2	730.5	1775.3	666.6	1823	630.6	1845.4	5	742	1752	2602	3.1618	1	black	505.3842
												EH	1		BEAR		495.8	1800.7	2439.6	96.2	123.3	549.5	505.638	505.608	505.698	0.09																505.7	1786.4	494.6	1801.8	484.4	1790.2	486.1	1765.1	488.8	1767.6	5	485	1827	2572	24.6001	1	bear	505.644
												UH	1		LOOKING		472.4	1288.7	2586.8	96.8	155.6	237.1	506.065	506.048	506.098	0.05																485.4	1285.7	472.4	1288.7	452.1	1331.2	446	1394.9	440.5	1450.2	6	544	1267	2711	7.1617	1	looking	506.0383
												AE	1		AT		633.9	1925.6	2604.5	133.3	170.3	742.7	506.278	506.218	506.398	0.18																635.2	1890.9	628.4	1930.7	610	1931.5	604	1902.6	582.5	1822.2	5	616	1957	2549	3.141	1	at	506.2879
												IY	1		SCREAMED		486.4	1995.5	2651.2	155.5	262.1	203.2	508.011	507.978	508.077	0.099																500.4	1928.2	484.4	2000	483.4	2021.5	473.9	2039	467.3	2043.3	4	498	1980	2657	11.4128	1	screamed	508.0371
												IH	1		IT		516.4	1905.9	2503	90.4	100.1	1047.7	509.287	509.257	509.347	0.09																496.3	1952.7	518.1	1899.4	539.4	1783	553.5	1612.9	540.3	1373	6	543	1701	2397	1.141	1	it	509.3078
												AH	1		OTHER		614.6	1466.3	2838.4	54	256.3	502.8	510.443	510.416	510.497	0.081																614	1562.9	614.3	1459.4	603.7	1383.2	585.9	1343.5	578.9	1392.8	4	613	1400	2580	6.33101	1	other	510.4463
												EH	1		BEST		687.8	1569.7	2620.1	82.9	177.5	387.7	513.002	512.975	513.055	0.08																644.1	1497.9	691.7	1575.1	719.4	1618.8	710.2	1605.4	700	1579.1	5	738	1628	2623	2.34113	1	best	513.0149
												AW	1		ENCOUNTER		694.5	1707.2	2398.1	48.9	130.1	243.2	513.315	513.275	513.435	0.16																661.3	1744.5	745	1650.3	770	1534.3	768.3	1401.4	752.4	1341.7	5	774	1515	2553	42.44204	1	(en)counter	513.3591
												AE	1		LAST		606.3	1793.3	3002.6	62.2	186	1625.1	514.457	514.434	514.504	0.07																610.1	1741.9	605.9	1797.8	598.9	1834.3	588.6	1884.7	571.3	1982.2	4	598	1758	2269	3.34173	1	last	514.4633
												AE	1		HAVE		654.8	1870.7	2900	71.8	113.3	298.9	515	514.974	515.053	0.079																645.9	1902.9	658.7	1864	683.8	1827.9	697.7	1800.3	683.8	1741.9	4	642	1825	2762	3.322	1	have	515.0001
												AH	1		COUPLE		657.3	1222.2	2597	60	157.7	416.3	515.257	515.234	515.303	0.069																630.2	1247.7	659.3	1220	666.1	1198.7	645.7	1154.3	600.4	1123.4	5	676	1237	2668	6.11101	1	couple	515.2645
												IH	1		DEER		476.4	1993	2904.4	92.4	218	214.7	515.594	515.544	515.694	0.15																467.8	1916.7	477.2	2001.1	483.1	1996.7	496.2	1871	530	1790.3	4	466	1922	2802	14.6003	1	deer	515.5881
												AA	1		GOT		665.5	1575.2	2691.4	53.2	245.9	506.4	515.924	515.864	516.044	0.18																621.4	1679.6	669.5	1569.3	693	1575	687	1470.4	738.2	1421.1	5	711	1618	2683	5.1416	1	got	515.9517
												AH	1		ANOTHER		635.7	1185.8	2778.3	61	170.6	675.6	521.272	521.239	521.339	0.1																648.2	1253.9	632.9	1178.6	604.2	1137.2	565.8	1128.9	547.5	1245.2	5	647	1222	2796	6.33141	1	(a)nother	521.2668
												EY	1		CHANGE		540.5	2207.9	3023.9	171.6	173.8	385.3	525.691	525.665	525.735	0.07																519.1	2158.6	529.5	2182.5	540.5	2207.9	544	2216.8	532.9	2208.9	4	580	2189	2866	21.46253	1	change	525.7044
												AH	1		UNDERPANTS		614.4	1413.2	2643	144.4	358.9	470.7	525.965	525.945	526.004	0.059																600.7	1427.3	615.2	1412	614.8	1403.6	604	1429.4	592.5	1441.9	5	642	1433	2683	6.44205	1	underpants	525.9619
												AE	2		UNDERPANTS		559.3	2115	2703.3	141.7	219.1	390.6	526.255	526.215	526.335	0.12																538.9	2112.4	560.1	2107.5	573.5	2024.6	595	1921.7	594.3	1834.2	5	581	2034	2641	3.44213	1	(under)pants	526.2719
												AW	1		ENCOUNTER		746.3	1750.2	2590	101.9	297.3	345.6	527.659	527.631	527.781	0.15																748.8	1732	795.5	1558.8	754.5	1390.1	690.8	1337.1	658.6	1412	5	771	1435	2319	42.44204	1	(en)counter	527.6975
												OW	1		CLOSER		570.2	1071.4	2947.5	296.7	207	226.3	528.57	528.563	528.663	0.1																561.5	1069.2	539.1	1075.7	501.9	1182.5	475.5	1328.9	473.3	1428.7	4	544	1073	2798	62.34281	1	closer	528.5671
												AY	1		I		792.1	1541.6	1945.1	92.7	131.6	2857.7	528.982	528.943	529.113	0.17								s								791.2	1542.2	774.8	1449.8	733.8	1641.4	671.2	1632.4	605.4	1385.9	6	800	1536	2420	41.0006	1	I	528.9841
												AE	1		BLACK		670.2	1624.2	2672.2	50.3	135.2	254.3	529.726	529.703	529.773	0.07																687.3	1601.6	667.2	1626.8	635.6	1650.3	612.9	1686	589	1720.5	5	700	1603	2761	3.1618	1	black	529.7146
												AA	1		GOD		670.5	1537.6	2516.4	40.9	203.3	279.9	535.555	535.498	535.668	0.17																662.5	1571.1	671.5	1535.2	664.6	1539.4	686.8	1558.1	669.8	1603.1	5	680	1587	2548	5.1426	1	God	535.5505
												EH	1		SCARE		523.9	1814.2	2627.9	36	266.9	216.6	538.123	538.093	538.183	0.09																519.6	1813.7	523.8	1806.9	531.8	1724.5	555.5	1639.5	573.8	1585.9	6	517	1769	2654	24.6	1	scare	538.1237
												AA	1		COT		886.3	1455.3	2505	67.6	142.3	563.1	659.665	659.612	659.772	0.16																871.1	1479.9	883.2	1447.7	863.4	1409.8	843.9	1413.5	760.5	1468.7	5	891	1461	2461	5.141	1	cot	659.6654
												EH	1		BED		596.6	1783.6	2991	54.7	98.8	739	661.606	661.589	661.639	0.05																609.2	1778.2	596.6	1783.6	577.4	1788.6	560.6	1794.4	531.5	1800.3	4	727	1667	2670	2.1421	1	bed	661.5526
												AE	1		HAVE		691.7	1884.5	2565.4	59	173	238.3	663.085	663.055	663.145	0.09																663.9	1914.5	693	1883.4	691.4	1839.9	659	1732	603	1605.9	5	695	1867	2556	3.322	1	have	663.0854
												AW	1		HOUSE		828.2	1378	2134.4	106	148.5	833.9	663.454	663.444	663.604	0.16																829.1	1311.9	790.7	1216.5	764.9	1129.2	671.8	1035.4	635	1035.6	6	865	1373	2528	42.342	1	house	663.4705
												AO	1		CAUGHT		641.1	1040.8	2441	205.5	110.8	303.5	674.234	674.201	674.301	0.1																539.8	1080.3	650.9	1039.1	693.4	1045.3	701.3	1061.4	706	1052.9	6	764	1051	2445	53.141	1	caught	674.2557
												IY	1		SEES		420.4	1956.1	2555.1	143.3	146.7	301.6	675.064	675.031	675.131	0.1																434.5	1927.9	419	1957.3	407.6	1970	402	1995.8	387.6	2019.4	5	441	1970	2576	12.0023	1	sees	675.0603
												ER	0		FIRSTHAND		503.1	1420.9	1944	99.1	125.2	1006.5	681.763	681.726	681.837	0.111																526.3	1349.6	501.7	1433.1	494.7	1547.6	477.8	1599.3	493	1619.8	5	481	1301	1657	94.60014	1	firsthand	681.7657
												AE	1		FIRSTHAND		640.4	1924.3	2660.2	129.4	119.9	808.7	682.01	681.977	682.077	0.1																648.6	1868.1	639.8	1934.5	644	1998.7	650	2034.9	639.8	2032.5	5	638	2026	2717	3.44203	1	(first)hand	682.0324
