age	city	ethnicity	first_name	last_name	location	name	sex	state	tiernum	year	years_of_schooling	vowel	stress	pre_word	word	fol_word	F1	F2	F3	B1	B2	B3	t	beg	end	dur	plt_vclass	plt_manner	plt_place	plt_voice	plt_preseg	plt_folseq	style	glide	pre_seg	fol_seg	context	vowel_index	pre_word_trans	word_trans	fol_word_trans	F1@20%	F2@20%	F1@35%	F2@35%	F1@50%	F2@50%	F1@65%	F2@65%	F1@80%	F2@80%	nFormants	F1_man	F2_man	F3_man	plt_code	plt_stress	plt_word	t_man
												EH	1		RUDIMENTARY		711	1637.8	2816.8	54.4	219	992.3	956.02	955.997	956.067	0.07																706.6	1654	711.3	1635.5	711.6	1629.6	705	1654.8	498.7	1227.6	6	709	1655	2966	2.44225	1	(rudi)mentary	956.0243
												EY	1		CRAYON		616.8	1622.6	2689	70.3	230.7	790.6	957.702	957.682	957.842	0.16																605.9	1693.2	566	1976.9	548.3	2110.6	642.5	2193.7	688.4	1796.7	5	610	1642	2755	21.4428	1	crayon	957.7064
												OW	1		HOME		638.1	964.3	2800	196.6	108.9	1063.6	958.696	958.688	958.878	0.19																605.5	911.7	548.4	821.1	483.9	762	460.5	701.7	497.9	730.8	6	618	933	3031	62.412	1	home	958.7127
												EH	1		SEX		644.9	1590.7	2423.8	52.5	297.3	1556.2	959.614	959.571	959.701	0.13																607.9	1552.5	648.5	1588.8	665.7	1578	662.8	1501	653.5	1467.9	6	661	1645	3108	2.16133	1	sex	959.638
												AY	1		TIED		793.2	1305.3	2428.7	70.5	489	1263.2	960.325	960.25	960.52	0.27																727.7	1185.5	781.5	1300.2	723.8	1480.7	661.8	1584.4	509.3	1137.4	6	804	1358	2959	41.0023	1	tied	960.3161
												AE	1		BAG		619.1	2043.2	3229.5	104.9	260.1	1878.9	960.955	960.865	961.136	0.271																589.9	1936.6	623	2064.8	640.5	2056.8	633.1	1980.9	593.4	2021.9	4	618	1933	2621	3.1621	1	bag	960.9383
												OW	1		NO		585.2	1479.7	3104.4	130.5	359.1	627.9	961.485	961.449	961.729	0.28																610.5	1424.5	607.9	1306.4	599.2	1142.7	534	920.4	501.7	1697.3	4	663	1421	3052	62.0004	1	no	961.5161
												AY	1		RIDING		772.4	1349.3	2572.2	33.2	182.4	654.7	962.519	962.484	962.644	0.16																771.9	1336.6	743.1	1512.5	664	1753.1	576.9	1777.4	488	1819.5	5	778	1354	2594	41.1427	1	riding	962.5178
												AE	1		SACKS		643.3	1934.9	2540.5	52.5	382.1	364.6	963.276	963.213	963.403	0.19																605.5	1890.1	645.3	1937.5	658.1	1940.3	668.2	1959.1	617.4	1237	6	647	1929	2534	3.1613	1	sacks	963.2767
												AY	1		MINOR		807.5	1412.1	3432.7	74.1	139.7	986.9	965.411	965.389	965.539	0.15																804.7	1450.2	772.2	1666.5	707.1	1876.1	647.8	1966	546.8	2021.1	4	813	1418	3376	41.44221	1	minor	965.4078
												AA	1		MA		816.9	1341.1	3689.1	120.1	95.9	327.7	966.854	966.824	966.914	0.09																797.5	1319.4	817.4	1342	817.1	1346.6	819.9	1347.6	815.6	1351.5	4	799	1348	3381	43.0002	1	ma	966.9155
												AA	1		PA		784.2	1288.5	2759.2	49.7	171.8	367	967.279	967.232	967.372	0.14																785.2	1299.9	784.7	1288.4	759.5	1262.7	748.4	1237.8	737.8	1135.9	6	782	1268	2851	43.0001	1	pa	967.2859
												AY	1		TIDE		782.4	1358.1	2440.1	49.2	274.8	399.1	968.708	968.695	969.015	0.32																778.7	1353.9	771.3	1359.2	747.4	1281	680.3	1473.9	543.6	1910.6	6	784	1406	2656	41.1423	1	tide	968.7913
												AA	1		BARN		696	1153.6	2564.6	53.9	104.1	780.7	970.082	970.032	970.182	0.15																664.6	1093.5	700.1	1160.8	743.6	1195.2	766.5	1238.6	767.2	1312.7	5	761	1216	2074	44.6001	1	barn	970.1235
												AO	1		HORSE		496.6	769	2229.4	366.8	86.5	482.9	971.236	971.196	971.317	0.121																457.7	776.3	503.2	773.7	519.1	866.5	525.7	961.7	521.7	1052	6	486	741	2326	54.6	1	horse	971.2391
												AY	1		SIDE		782.7	1364	2473.2	37.6	287.3	367.6	972.243	972.18	972.38	0.2								s								744.9	1256.7	780.2	1357.3	751.5	1385.4	712.6	1443.1	661	1544.2	6	781	1361	2491	41.1423	1	side	972.2386
												AH	1		SUCKS		734.7	1373.6	3403.7	114.7	217.9	997.2	973.086	973.033	973.193	0.16																714	1477.7	733.9	1369.9	718.8	1430	720.7	1439.8	922.3	1518	4	708	1310	2599	6.1613	1	sucks	973.0796
												EY	1		VAGUE		570.5	2294.9	4311.1	287.5	215	863.7	974.884	974.841	975.121	0.28																553.9	2325.2	469.7	2219.2	440.7	2365	425.7	2450.7	384.7	2495.3	3	553	1984	2575	21.16211	1	vague	974.8951
												AY	1		MINER		819.3	1390.4	2297.6	92.1	167.4	1015.2	975.585	975.552	975.722	0.17																819	1397.6	768.2	1590.4	704	1823.9	550.2	1366.3	534.3	963.8	6	808	1320	2046	41.44221	1	miner	975.5765
