age	city	ethnicity	first_name	last_name	location	name	sex	state	tiernum	year	years_of_schooling	vowel	stress	pre_word	word	fol_word	F1	F2	F3	B1	B2	B3	t	beg	end	dur	plt_vclass	plt_manner	plt_place	plt_voice	plt_preseg	plt_folseq	style	glide	pre_seg	fol_seg	context	vowel_index	pre_word_trans	word_trans	fol_word_trans	F1@20%	F2@20%	F1@35%	F2@35%	F1@50%	F2@50%	F1@65%	F2@65%	F1@80%	F2@80%	nFormants	F1_man	F2_man	F3_man	plt_code	plt_stress	plt_word	t_man
												EH	1		LEGS		846.4	1787	3410.5	114.9	143.5	395.3	457.743	457.716	457.796	0.08																862.4	1687.2	844.3	1796	809.4	1907.1	737.8	2018.5	627.9	2203.4	4	843	1646	2943	2.1627	1	legs	457.7342
												OW	1		OPEN		638.8	1064.6	2241.9	120.6	78	1502	458.52	458.505	458.616	0.111																641.9	1036.9	631.6	958.4	596.4	865.4	529.2	824	552.2	954.4	6	625	892	3148	62.11101	1	open	458.5544
												AH	1		UP		1019.2	1562.8	3336.2	200.9	180.6	454.5	458.832	458.776	458.945	0.169																983	1579.2	1020.7	1559.5	1018	1502	977	1451.2	850.3	1407.5	4	1031	1554	3393	6.111	1	up	458.8439
												EH	1		BED		985	1776.1	3224.1	65.9	95.1	768.8	459.941	459.871	460.08	0.209																944.7	1754.3	986.5	1777.8	986.6	1805.7	939.3	1822.7	835.5	1839.6	4	998	1789	3178	2.1421	1	bed	459.9506
												EH	1		HEADBOARD		904.1	1820.4	2859.6	68	142.3	1428.9	461.674	461.651	461.721	0.07																960.4	1802.1	897	1822.7	817.8	1757.1	716.7	1572.9	562.2	1532.2	5	1032	1718	2493	2.14204	1	headboard	461.6466
												AO	2		HEADBOARD		504.9	845.2	2893.8	302.3	84.5	141.8	461.898	461.841	462.011	0.17																485.7	839.4	511.1	846.5	599.3	934.5	612	1044	631.6	1177.6	5	607	959	2858	64.6001	1	(head)board	461.9297
												AE	1		MATTRESS		918.3	2161.5	3216.4	163.3	306.1	307.9	462.748	462.691	462.861	0.17																837.6	2259.9	925.8	2149.3	971.1	2029.4	935.1	1934	895.6	1836.2	4	785	2269	3264	3.14124	1	mattress	462.7061
												EY	1		FRAME		620.2	2465.2	2867.2	302.6	1102.6	1685.4	463.543	463.531	463.751	0.22																583.8	2222.3	568.7	2300.3	625.7	2483.5	543.9	2501.8	552.5	2108.5	5	610	2436	3360	21.4128	1	frame	463.5905
												AO	1		ALL		930.7	1391.9	2692.1	248.8	141.4	1635.6	463.924	463.901	463.971	0.07																792.6	1395.2	941.3	1392.5	997.8	1394.6	1011.7	1392.6	970.8	1362.1	5	1010	1392	3373	53.542	1	all	463.9466
												AE	1		THAT		902.1	2076.3	3812.6	232.5	276.6	259.1	464.188	464.141	464.281	0.14																941.1	2076.8	901.3	2077.3	891.6	2066.7	913.4	2048.7	944.6	2009.8	3	845	1939	3184	3.1413	1	that	464.1782
												AO	1		CAUGHT		942.7	1326.6	1785.8	162.8	192.5	1487.6	472.196	472.129	472.329	0.2																902.9	1302.8	946.3	1328.9	952.3	1358.2	923.8	1382.5	941.8	1343.6	6	993	1408	2701	53.141	1	caught	472.2216
												AO	1		CAUGHT		948.8	1322.7	2763.4	86	59.6	162.8	473.948	473.888	474.067	0.179																921	1334.8	951.6	1322.8	966.2	1337.8	948.1	1387.8	917.6	1463.8	5	963	1345	2792	53.141	1	caught	473.9833
												AH	1		TROUBLE		872.9	1376.4	1687.4	145.7	124.9	1596.2	474.918	474.888	474.978	0.09																869.5	1362	872	1375.4	848.4	1356.1	799.3	1304.8	691.7	1189.5	6	900	1391	2836	6.11281	1	trouble	474.9205
												AW	1		FOUND		1047.9	1618.3	2817.4	220.4	312.1	227.4	477.052	477.007	477.197	0.19																1025.6	1612.7	1061.4	1600.6	1075.8	1544.9	916.6	1400	767.5	1191.8	5	1064	1610	2811	42.44213	1	found	477.0734
												AW	1		OUT		990.9	1611.1	2830.4	93	202.3	199.4	477.422	477.406	477.587	0.181																997.4	1593.2	970.7	1487.1	925.6	1365.6	812.9	1283.8	813	1100.9	5	998	1578	2774	42.141	1	out	477.4444
												AY	1		FIND		961.8	1663.9	2220.9	300.7	321	843.2	481.255	481.199	481.339	0.14								s								790.7	1472.9	935.8	1587.6	931.2	1798.6	727.2	1688.8	582.2	1520	6	957	1731	2188	41.44213	1	find	481.2602
												AW	1		OUT		879.9	1831.6	2881.8	159.7	189.2	476.5	481.442	481.419	481.569	0.15																903.2	1786.5	922.3	1618.2	847.8	1472.8	743.7	1337.3	619.6	1232.6	5	924	1693	2886	42.141	1	out	481.4597
												AH	1		SOMETHING		797.7	1278.7	2614.7	348.3	126.1	393.4	481.718	481.688	481.779	0.091																794.1	1302.4	795.2	1274.8	713.9	1262.5	572.9	1246.2	537.7	1186.9	6	772	1284	2692	6.41232	1	something	481.7064
												EH	1		NECESSARILY		615.9	2029.2	3527.3	92.9	121.3	1054	482.726	482.689	482.799	0.11																606.3	2039.5	616.6	2027.8	633	2016.9	636.7	2006.3	631.9	1966.1	4	602	2012	3355	2.60032	1	(neces)sarily	482.7109
												IY	1		MEAN		548	2834.2	3732.7	199	317.5	719.1	483.289	483.259	483.349	0.09																539.3	2782.1	548.4	2836.6	558.5	2871.1	575.7	2890.5	584.8	2917.3	3	588	2846	3684	11.4422	1	mean	483.2986
												AH	1		TROUBLE		840.6	1414.2	2591	122.3	107.1	845.2	483.886	483.859	483.939	0.08																829.8	1414	840.3	1414	823.4	1403.6	783.4	1351.6	690.8	1256.7	5	841	1415	2679	6.11281	1	trouble	483.8905
												AE	1		HAPPEN		866.9	2201.8	3712.6	107.9	152.2	484.2	486.029	485.986	486.116	0.13																808.1	2278.7	870.7	2192.1	898.3	2096.6	881.6	1987.3	756.6	1821	4	779	2313	3462	3.11101	1	happen	485.9959
												EH	1		BET		918	1779.8	3268.1	157.8	78.6	756.2	493.55	493.5	493.65	0.15																820.6	1729	925.4	1782.8	1001.5	1815.3	1029.6	1838.7	1036.1	1864.5	4	957	1790	3205	2.1411	1	bet	493.5519
												AH	1		MONEY		802.6	1223.9	2624.7	351.8	89.2	994.6	494.549	494.509	494.629	0.12																748.7	1190.6	810.5	1232.1	878.3	1326	886.3	1419.1	772.7	1598.8	5	883	1352	2643	6.44221	1	money	494.5728
												AH	1		SOMETHING		645.1	1201.1	1723	506	238.2	538.7	497.055	497.028	497.108	0.08																585.6	1148.9	646.6	1205.2	649.4	1236.9	640	1235	614.9	1245.9	6	773	1264	2051	6.41232	1	something	497.0752
												EY	1		SAY		549.5	2027.4	3225.8	53.3	118.5	82.2	500.714	500.702	500.802	0.1																539.9	2086.2	528.1	2159.5	540.3	2159	572.9	2119.1	601.6	2028.3	4	555	2011	3219	22.0003	1	say	500.7109
												AO	1		MORE		691.2	1128.7	2416.8	337.1	77.5	362.4	502.142	502.122	502.182	0.06																655.4	1091	694.2	1134.5	713.9	1190	711.8	1242.6	703.3	1271.1	6	665	1094	2541	64.6002	1	more	502.1337
												EH	1		BET		827.7	1545.7	3227.8	199.7	157	318.3	502.599	502.572	502.652	0.08																729.5	1540.1	835	1546.6	892.4	1554.7	913.4	1557.9	923.6	1555.5	4	964	1575	3203	2.1411	1	bet	502.6527
												EH	1		BET		900.9	1684.3	3159.6	84.4	104.4	139.3	503.404	503.374	503.464	0.09																879.9	1625.6	901.6	1687.9	903.8	1722.3	887.1	1743.5	835.4	1741.7	4	924	1734	3145	2.1411	1	bet	503.4141
												AY	1		LIKE		620.7	1411.4	1615.1	119.3	94.9	1354.9	503.944	503.933	504.033	0.1								m								615	1461.7	595.4	1500.4	576	1496.7	552.2	1486.1	472.1	1454.6	6	667	1533	3082	47.1617	1	like	503.9576
												EH	1		BET		737.1	1677.2	3133.2	239.5	156.1	207	504.98	504.95	505.04	0.09																652.2	1647.6	750.7	1685.7	811.1	1735.6	823.8	1778.6	858.6	1868.2	4	866	1750	3101	2.1411	1	bet	504.9956
												EH	1		BET		777.5	1808.3	3004.9	189.3	152.2	147.2	506.492	506.472	506.532	0.06																745.8	1772.3	780.5	1813	794.9	1844.1	807.9	1873.6	808.6	1903.2	4	815	1842	2979	2.1411	1	bet	506.4999
												AE	1		HAPPEN		943.1	2005.7	3068.1	164.7	224.2	203.5	507.549	507.512	507.622	0.11																916.9	2059.9	944.3	2001.9	950.2	1926.6	932.5	1861.9	838.5	1768.7	5	810	2052	3039	3.11101	1	happen	507.5023
												EH	1		BET		792.7	1766.1	3034.9	236.7	163	115.6	508.387	508.36	508.44	0.08																755.7	1718.1	796.3	1769.6	829.4	1793	831.1	1813.8	814.4	1867.8	4	840	1785	3062	2.1411	1	bet	508.4061
												EH	1		NECESSARILY		617.1	1895.2	2769.1	130.8	420.6	288	510.383	510.33	510.49	0.16																593.9	1885.3	619.5	1896.9	624.1	1856.1	617.7	1786.3	641.3	1716.6	5	597	1902	2936	2.60032	1	(neces)sarily	510.3629
												EH	1		SET		928.4	1660.1	3005.9	90	202	429	510.903	510.86	510.99	0.13																858.2	1714.7	933.7	1658.8	909.8	1701.1	829.2	1783.4	695.8	1834.9	5	941	1642	2994	2.1413	1	set	510.9034
												IY	1		DEAL		441.2	2818.2	3247.2	118.2	222.9	2566.3	511.15	511.1	511.25	0.15																441.4	2741.5	439.6	2815	413	2852	446.1	2582.2	555.7	2130.5	4	503	2101	3054	11.5423	1	deal	511.2088
												AE	1		MAT		934.8	2138.5	3220.8	470	399.3	207	516.83	516.73	517.029	0.299																736.9	2086.9	956.5	2125.9	978.6	2061.9	997.5	1901.7	1056	1841.7	5	729	2096	3250	3.1412	1	mat	516.7468
												IY	1		FEET		433.9	2588.8	3143	126.2	302.6	1422.9	519.01	518.977	519.077	0.1																431.6	2311.6	433.3	2624.8	419.9	2760.5	417.8	2766.1	421.3	2629.9	4	413	2777	3414	11.1411	1	feet	519.0348
												AA	1		ON		1035	1748.4	3103.6	151.5	127.9	168.5	519.168	519.108	519.287	0.179																920.2	1807.5	1042.6	1745.2	1082.8	1717.6	1054.5	1699	944	1692.2	4	1145	1756	3081	5.442	1	on	519.1978
												AH	1		RUG		847.6	1413.9	1558.6	108.9	171.4	735	520.63	520.583	520.723	0.14																834.9	1397.2	846.8	1416.8	819	1474.1	786.7	1545	666	1361.9	6	888	1439	2826	6.1627	1	rug	520.6334
												AE	1		HAVE		808.4	1995.7	3111.6	160.8	153.6	240.3	521.456	521.423	521.523	0.1																760.7	1968.1	813.8	2000.1	839.3	1988.5	831.4	1922.1	767.9	1835.9	4	853	2007	3028	3.322	1	have	521.4613
												AW	1		HOUSE		970.9	1430.4	3088.4	215.3	176.3	105.5	521.89	521.883	522.003	0.12																949.9	1385.7	907.6	1264.6	822	1147.9	797.8	1223.8	978.5	1956.2	4	1038	1574	2970	42.342	1	house	521.8482
												OW	1		GO		593.3	1409.1	2607.8	149	107.3	376.4	548.231	548.207	548.358	0.151																625.4	1358.3	667.2	1274.9	617.2	1255.6	535.7	1264.4	463.2	1386.3	5	671	1280	2579	62.0006	1	go	548.2554
												EH	1		VERY		544.3	2139.3	2626.9	79.9	435.9	366.4	549.261	549.198	549.388	0.19																545.4	2111.4	544.8	2140.1	569.8	2098.2	591.3	2002.7	583.2	1946.1	5	540	2120	2636	2.60011	1	very	549.2557
												IH	1		STRICT		565.5	1843	2418.9	147.4	158.2	560.2	549.825	549.808	549.858	0.05																554.2	1834.3	565.5	1843	576.3	1869.1	570.9	1892.9	562	1908.3	5	574	1871	2387	1.16183	1	strict	549.8326
												EH	1		DRESS		845.9	1697.1	2818.6	196.7	201.7	2111.9	550.121	550.088	550.188	0.1																783.4	1740.3	852.5	1690.4	877.7	1646.1	891.5	1631.7	922.9	1642.1	5	908	1636	3193	2.3418	1	dress	550.1616
												OW	1		CODE		654	1247.2	2308.7	240.7	120.3	653.9	550.465	550.458	550.588	0.13																637.7	1224.5	575.7	1204.2	597.1	1192.7	552.6	1190.8	497.2	1203.8	6	702	1257	2763	62.142	1	code	550.4468
												AH	1		BUTTON		695.7	1258.1	2813.6	138.9	57.9	281.7	552.539	552.496	552.626	0.13																596.8	1235.3	708.7	1262	795.8	1333.1	834.2	1414	903.9	1505	5	741	1264	2857	6.14111	1	button	552.5452
												AW	1		DOWN		827.7	1848.3	3124.2	278.9	198.6	1538.8	552.796	552.776	552.916	0.14																895.5	1842.1	910.4	1812.8	843.1	1732.7	700	1573.4	592.6	1426.7	5	928	1830	2872	42.4423	1	down	552.8154
												ER	1		SHIRTS		552.4	1755.5	2078.4	149.9	336.7	304.4	553.153	553.106	553.246	0.14																555	1819.5	558.1	1754	595	1705.8	585	1681.1	553.4	1732.4	5	594	1665	2086	94.60053	1	shirts	553.1852
												OY	1		BOYS		588.5	1464.8	2498.7	80.5	122.3	534.3	554.838	554.801	554.911	0.11																581.9	1284.7	588.5	1476.3	569.9	1676.4	513.1	1826.2	460	1934.5	5	587	1294	2480	61.0021	1	boys	554.8224
												ER	1		GIRLS		604.3	1726	2155.2	90.2	262.5	184	555.228	555.181	555.321	0.14																590.3	1778	606.8	1721.2	640.6	1665.3	665.1	1616.1	689.2	1562.2	5	587	1792	2057	94.60053	1	girls	555.2042
												AE	1		MATTER		642.3	1958.5	2542	174.8	172.4	1603.2	555.734	555.701	555.801	0.1																624.9	1946.5	645	1960.1	686.4	1965.8	687.8	1935.8	648.2	1868.2	5	617	1932	3263	3.14121	1	matter	555.7082
												EY	1		HATE		496.7	2482.8	2966.8	229.5	874.5	347	556.854	556.841	556.931	0.09																489.3	2511.8	472	2556.6	459.9	2540.4	461.7	2507.5	481.9	2365.1	4	492	2485	2989	21.141	1	hate	556.8543
												ER	1		SHIRTS		601.2	1796.9	2323.2	97.2	178.8	259.9	557.354	557.321	557.421	0.1																605.5	1800.1	600.2	1797.6	598.4	1809.8	588.6	1830.4	579	1842.9	5	600	1791	2295	94.60053	1	shirts	557.3605
												AE	1		SACKS		752.4	2174.8	2580.6	89.8	205.9	1150.3	558.504	558.431	558.651	0.22																720.4	1972.9	760.7	2169.6	791.7	2126.5	822.9	2073.6	761	1899.9	5	719	2169	3297	3.1613	1	sacks	558.4744
												AE	1		THAT		717.6	1942.8	3293.1	155.1	128.6	249.2	562.83	562.813	562.863	0.05																706.9	1940.7	717.6	1942.8	733	1935.1	741	1913.5	742.9	1886.3	4	683	1926	3284	3.1413	1	that	562.82
												EY	1		SAY		549.4	2197.9	3036.3	135.5	112.1	704	564.224	564.194	564.314	0.12																545.2	2159.5	531.8	2287.6	482.2	2393.1	474.4	2288.6	453.3	1889.3	4	523	2146	2971	22.0003	1	say	564.2149
												UW	1		TOO		595.9	1950.8	3142.3	147.2	183.7	406.1	564.45	564.443	564.583	0.14																608.8	1887.6	625.8	1750.4	617.9	1455.7	720.8	1387.3	658.8	1654.3	4	593	1964	3229	73.0003	1	too	564.4465
												AE	1		CAN'T		549	2520.1	3356.8	100.9	113.6	761	565.443	565.413	565.503	0.09																548.6	2543.4	549.4	2517.3	556.2	2478.4	567.3	2439.1	608.8	2387.9	4	558	2483	3321	3.44203	1	can't	565.4554
												AY	1		TIE		1028.1	1751.9	2890.7	256	215.4	1031.5	565.987	565.982	566.153	0.171																967.5	1824.6	874.9	2031.4	759.7	2154	627.8	2159.7	526.2	1905.1	5	1040	1886	2828	41.0003	1	tie	566.0152
												AA	1		BOTTOM		953.9	1595.6	2152.8	245	182.9	1153.6	566.63	566.563	566.763	0.2																890.3	1575.8	962.7	1600.5	973.4	1610.3	950.7	1625.7	884.8	1632.9	6	981	1628	2979	5.14111	1	bottom	566.6487
												EH	2		GIRLFRIEND		663.4	1706.4	2562	139.7	145.2	329	569.371	569.334	569.444	0.11																630.2	1704.7	665.3	1707.1	665.8	1720.7	645.7	1740.4	618.5	1784.5	5	669	1718	2509	2.44283	1	(girl)friend	569.3862
												AE	1		JAN		558.6	2628.4	3418.2	136.9	353.4	356.1	570.296	570.233	570.423	0.19																487.1	2641.5	566.5	2623.7	623.3	2582	624.5	2388	653.2	2210.4	4	537	2620	2933	3.4425	1	Jan	570.2921
												AA	1		GOT		882.7	1879.1	2706.2	219.4	245.7	1598.8	570.65	570.583	570.783	0.2																807.8	1918.5	888	1862.7	918.2	1786.7	867.9	1623.4	687.4	1486.1	6	916	1808	2967	5.1416	1	got	570.6803
												EH	1		DETENTION		684	1824.7	2109	393	219.9	2126.8	571.022	571.002	571.063	0.061																724.8	1795.4	679.8	1825	653.1	1825.3	630	1833	608.6	1852.7	5	811	1774	3211	2.44234	1	(de)tention	571.0029
												AE	1		HAD		753.9	2202.2	3211.6	162.2	101.4	545.9	572.137	572.1	572.21	0.11																693.5	2229	756.3	2200.8	771.5	2162.4	700.6	2107.2	599.6	2064	4	648	2215	3134	3.142	1	had	572.116
												IH	1		SIX		747.6	1778.3	3139.6	422	177.2	996.4	573.093	573.05	573.18	0.13																723.3	1728.7	744.9	1784.2	794.1	1826.5	736.3	1858.9	829.1	1872.3	5	707	1791	3322	1.16133	1	six	573.1055
												AA	1		GOT		819.6	1955.2	2676.7	198.9	117.8	1654.1	574.204	574.181	574.251	0.07																742.7	1974.4	826.6	1953.4	867	1922.8	880.4	1880.5	882.8	1821	5	885	1862	2689	5.1416	1	got	574.2302
												AA	1		SOCKS		1017.4	1711.5	3455.4	169.9	141.1	407	574.717	574.66	574.831	0.171																892.6	1730.5	1026.1	1713.3	1060.3	1722.2	1061.5	1729.1	1053.7	1778.9	4	1024	1685	3084	5.1613	1	socks	574.7342
												OW	1		NO		556.3	1291.5	2229.2	111.2	242.8	583.5	575.057	575.041	575.151	0.11																557.6	1234.9	559	1201.3	550.2	1110.6	563.7	1031.4	542.1	1313.7	6	588	1295	2504	62.0004	1	no	575.0817
												AO	1		HALL		947.5	1418.1	3339.1	178.2	182.9	55.9	578.784	578.764	578.824	0.06																949.5	1431.9	948.1	1416.4	955.5	1395.7	969.6	1372.1	981.7	1341.9	5	964	1393	3336	53.542	1	hall	578.7988
												AA	1		MONITOR		1102.3	1701.3	3310.9	264.8	176.8	153.9	579.024	578.984	579.104	0.12																1075.2	1666.3	1103.2	1706.1	1103.9	1752.4	1068.1	1772	957.4	1763.8	4	1180	1798	3293	5.44222	1	monitor	579.039
												AO	1		STALKS		844.1	1416.8	1938.1	108.8	147.2	1085.4	580.042	579.992	580.142	0.15																805.4	1493.5	845.7	1413.9	863.5	1408.9	840.7	1414.8	835	1284.5	6	888	1425	2571	53.1613	1	stalks	580.0642
												AW	1		OUT		911.4	1729.9	2984.1	87.2	380.4	504.3	581.458	581.451	581.601	0.15																893.8	1574.4	869.7	1549.6	853.8	1459.6	784.4	1389.6	582.3	1272.8	5	935	1786	3082	42.141	1	out	581.4514
												AE	1		LAST		805.2	2035.3	3269.2	78.9	90.4	278.5	582.751	582.708	582.838	0.13																786	2026.5	807.6	2032.5	805.6	1992.2	762.7	1995.9	721.2	1933.1	4	806	2044	3272	3.34173	1	last	582.7361
												AA	1		JOHN		1055.5	1818	3338.4	666.9	212.2	317.6	583.374	583.337	583.447	0.11																906.4	1876	1062.8	1814.6	1130.4	1766.9	1076.4	1775.8	944.6	1829.5	4	1138	1767	3265	5.4425	1	John	583.391
												AA	1		GOT		806.9	1915.5	2174.4	165.8	473.2	1151.7	583.575	583.548	583.628	0.08																734.9	1962.3	811	1910.3	844.9	1867.9	858.3	1840.5	854.7	1710.8	5	891	1910	3339	5.1416	1	got	583.5884
												EH	1		SUSPENDED		934.2	1635.4	3285.4	245.4	153.6	499.3	583.948	583.918	584.007	0.089																875.6	1608.5	936.9	1637.8	939.3	1672.4	888.9	1705.3	772.8	1720.6	4	944	1661	3296	2.44213	1	(su)spended	583.9573
												EH	1		SAID		662.7	1827	3382.7	186.6	88.6	225.2	585.068	585.041	585.121	0.08																617.9	1824.5	666.4	1825.5	679.9	1785.5	647.1	1729.5	587.4	1674.7	4	687	1817	3363	2.1423	1	said	585.0733
												EH	1		DRESS		790.8	1690.6	3186.3	149.8	151.1	537.2	585.411	585.371	585.491	0.12																708.8	1732.2	795.4	1685.1	826.2	1636.4	835.3	1606.1	817.8	1546.6	4	837	1627	3107	2.3418	1	dress	585.438
												OW	1		CODE		655.3	1183.6	2398.5	349	305.8	1096.9	585.715	585.701	585.83	0.129																574.2	1136.3	577.3	1088.7	529.9	1061.2	490.4	1103.9	444.6	1204.1	6	560	1073	2795	62.142	1	code	585.7404
												AH	1		SUCKS		889.1	1464	3125.5	190.8	178.4	461.3	586.084	586.041	586.171	0.13																850.6	1442.5	892.4	1464.4	900.2	1446.8	879.9	1465.7	939.3	1324.5	4	862	1437	3019	6.1613	1	sucks	586.0685
												IY	1		SEE		452.9	2164	3031.1	84.1	116.1	454	587.474	587.448	587.527	0.079																458.2	2166.2	451.9	2151.5	449.2	2021.3	451.5	1825.2	457	1662.8	4	451	2147	2872	12.0003	1	see	587.4698
												AA	1		FATHER		919.4	1617.3	3107.9	145.1	156.6	477.2	589.771	589.727	589.858	0.131																902.7	1597.2	921.1	1619.2	894.1	1619.8	821	1609	740.8	1597	4	928	1641	3133	43.33111	1	father	589.7878
												IY	1		MEAN		598.5	2974.8	3929.4	291.1	224.5	978.3	590.891	590.847	590.978	0.131																563.6	2945.6	596.3	2976.2	560.3	2935.6	560.8	2979.8	557.7	3042.7	4	600	2982	3941	11.4422	1	mean	590.8953
												OW	1		SO		552.1	1385.9	3252.9	155.7	141.6	672.8	591.531	591.508	591.617	0.109																552.1	1385.9	555.2	1235.1	549	1139.3	509.1	1152.1	498.1	1195.7	5	581	1412	3264	62.0003	1	so	591.528
												AA	1		PROBABLY		983.5	1797.2	2892.6	54.7	596.3	145.9	596.865	596.848	596.898	0.05																981.5	1808.2	983.5	1797.2	986.3	1799.7	989	1798.9	993.3	1802.9	4	974	1655	2880	5.11282	1	probably	596.8846
												AH	1		TOUGH		795.5	1651.8	2849	210.3	177.7	174.2	598.788	598.731	598.901	0.17																663	1869.2	810.3	1635.7	915.7	1498.6	933.2	1460.9	892.6	1419.3	5	933	1461	2775	6.3213	1	tough	598.8414
												AE	1		HAVE		759.7	2076.8	2833.1	151.2	124.1	2063.9	600.096	600.066	600.156	0.09																752.6	2091.6	760.1	2074	780.2	2008.4	813.6	1935	833	1884.2	5	760	2089	2670	3.322	1	have	600.0905
												UW	1		SHOES		397.1	1356.1	2537.2	36.6	276.9	598	601.749	601.689	601.869	0.18																414.6	1537.9	395.8	1344.8	388.5	1399.1	392.6	1493.2	374.3	1597.2	5	429	1806	2326	72.0025	1	shoes	601.702
												AA	1		SOCKS		988.2	1624.2	2946.1	174.2	157.2	530.8	602.196	602.149	602.289	0.14																905.8	1650.9	999	1624.1	1071.9	1637.5	1086.1	1638.1	1133.5	1640.2	4	1010	1575	2601	5.1613	1	socks	602.2211
												EH	1		EVERY		922.6	1730.4	3315.8	237.2	224	712.6	602.622	602.589	602.689	0.1																912.7	1709.1	923.4	1730.7	919.4	1730.4	894.5	1715.9	840.3	1707.6	4	876	1663	2788	2.32202	1	every	602.6272
												EY	1		DAY		772.9	2034.4	3516.5	193.5	120	410.5	602.973	602.899	603.099	0.2																714.4	1973.1	771	2027.6	735.9	2053.9	652.4	2295.7	554.2	2413.4	4	738	1993	2495	22.0003	1	day	602.9575
												AY	1		I		924.4	1604.9	2716.8	177.3	163.6	537.9	604.722	604.735	604.825	0.09								s								846.4	1774.2	787.7	1877.4	731.8	1980.9	640.9	1906.1	529.6	1603.7	5	927	1616	2686	41.0006	1	I	604.7321
												EH	1		EVERY		661.8	1551	3153.9	215.1	195.8	420.7	605.532	605.495	605.605	0.11																512	1550.9	670.3	1552.2	790.8	1565.8	830.8	1584.3	773.6	1588.2	5	844	1587	2988	2.32202	1	every	605.5672
												EY	1		DAY		643.6	2087.8	3553.9	239.5	143.9	218.9	605.844	605.775	605.935	0.16																561.9	2050.3	625.4	2065.4	630.8	2105.6	622.5	2116.8	603.7	2139.9	4	671	2122	3488	21.0003	1	day	605.8546
												EH	1		EXCEPT		761.3	1739.2	3181.4	263.9	221	529.4	606.108	606.075	606.175	0.1																692.8	1801.4	770.8	1733.8	826.3	1693.6	850.1	1704.6	771.3	1781.8	4	817	1670	2928	2.11133	1	(ex)cept	606.127
												AE	1		HAVE		893.4	1917.3	3015.2	159.5	286.1	195.5	615.615	615.585	615.675	0.09																915.6	1977.8	890.6	1910.4	850.9	1820.5	808.8	1750.3	776.4	1681.2	5	943	2026	3021	3.322	1	have	615.5881
												UW	1		STUPID		414.1	1713.2	2639.9	93.7	496.8	369.7	615.961	615.954	616.005	0.051																414.1	1713.2	422.5	1730.6	429.4	1726.7	441.8	1684.5	470.3	1644.6	5	397	1740	2604	82.11131	1	stupid	615.9535
												EH	1		DRESS		712.7	1655.5	2579.5	135.8	286.4	674.5	616.231	616.194	616.305	0.111																609.8	1695.3	724.9	1653.7	782.9	1662.4	822.4	1664.3	892.3	1771.4	5	785	1659	2659	2.3418	1	dress	616.2495
												OW	1		CODE		555.7	1296.6	2656.2	208.6	275.2	182.3	616.527	616.505	616.595	0.09																556.4	1290.1	572.7	1272.9	565.1	1311.6	540	1398.5	515.3	1521.3	5	568	1272	2672	62.142	1	code	616.5347
												AY	0		DIVERSE		742.6	1951.3	3080.2	187.9	167.9	280.6	618.856	618.814	618.924	0.11								m								683.8	1905	739.5	1939.4	723.1	1982.7	653.6	1988.9	565.2	1862.8	5	740	1933	3095	41.32231	1	diverse	618.8497
												ER	1		DIVERSE		568.9	1518.8	2120.8	214.3	306.1	358	619.041	619.004	619.114	0.11																529	1441.4	574	1523.5	580.4	1581.3	527.3	1612.6	525.9	1557.7	6	538	1458	2012	94.6001	1	(di)verse	619.0307
												AA	1		ARE		1111.1	1568.1	2332.5	298.5	192.4	908.1	624.689	624.652	624.762	0.11																1055	1577.7	1112	1568.9	1062.8	1606.3	919.7	1634.3	771.9	1628.7	5	1121	1571	2348	44.6	1	are	624.6932
												OW	1		NO		642.6	1414.2	1579.8	285.2	151.3	1006.3	626.82	626.791	627.011	0.22																649.5	1395.6	678	1215.1	612.8	1088.3	557.1	932.7	480.8	834.6	6	767	1338	3274	62.0004	1	no	626.846
												IY	1		REVEALING		453.4	2932.1	3785.6	193	194.5	240.4	627.278	627.231	627.371	0.14																419.1	2729.4	459.3	2949.3	526.9	3093.5	588.5	3237.5	1097.9	3175.3	3	480	2700	3170	11.5421	1	(re)vealing	627.2835
												AH	1		STUFF		952.1	1440.7	3349.7	369.5	167	570.2	627.861	627.771	628.041	0.27																961	1450.9	946.3	1434	906.6	1390.8	934	1396.2	899.8	1317	4	918	1417	2933	6.3213	1	stuff	627.8733
												OW	1		KNOW		608	1440.3	2353.7	181.7	124.3	1437	629.06	629.04	629.12	0.08																604.8	1458.5	620.2	1402.3	641.3	1382.9	635.4	1381.9	610	1380.1	6	634	1405	2955	62.0004	1	know	629.0688
												AE	1		CAN'T		543.8	2624.3	3232.3	188.4	163.3	541.6	629.629	629.599	629.689	0.09																496.9	2580.2	548.8	2618.4	606.2	2477.5	632.6	2267.4	647.9	2026.2	5	590	2585	3163	3.44203	1	can't	629.6358
												AH	1		BUTT		781.9	1263.6	2722.4	118	99.6	279.6	630.599	630.559	630.678	0.119																714.3	1060.7	783.7	1276.6	780.3	1385.7	748.8	1494	665.5	1637.7	6	777	1356	2740	6.1411	1	butt	630.6117
												AO	1		SHORTS		552.5	1024.7	2284.7	84.2	163.6	288.6	630.909	630.869	630.989	0.12																540.1	1084.5	553.2	1024.3	566.2	1054.4	578.7	1104.4	616.8	1179.7	6	561	1051	2314	54.60053	1	shorts	630.8999
