age	city	ethnicity	first_name	last_name	location	name	sex	state	tiernum	year	years_of_schooling	vowel	stress	pre_word	word	fol_word	F1	F2	F3	B1	B2	B3	t	beg	end	dur	plt_vclass	plt_manner	plt_place	plt_voice	plt_preseg	plt_folseq	style	glide	pre_seg	fol_seg	context	vowel_index	pre_word_trans	word_trans	fol_word_trans	F1@20%	F2@20%	F1@35%	F2@35%	F1@50%	F2@50%	F1@65%	F2@65%	F1@80%	F2@80%	nFormants
												AH	0		A		588.5	1513.6	2208.4	65.2	70.5	1716.8	227.047	227.017	227.107	0.09																596.3	1538.6	587.5	1511.9	570	1470.7	551.4	1431.7	523.5	1413.9	6
												AA	1		LOT		748.4	1488.2	2691.6	39.9	136.4	214.9	227.26	227.237	227.307	0.07																731.7	1442.5	751.7	1496.5	763.8	1529.2	765	1574.1	744.3	1604.7	5
												AH	1		OF		648.8	1539.9	2571.6	70.3	95.6	128.3	227.364	227.337	227.417	0.08																634.8	1569.4	647.7	1536.6	612.6	1491.7	540.2	1441.8	479.3	1424.3	5
												IH	2		INTERNATIONAL		464.2	1840.9	2832.1	205.8	145.1	330.3	227.623	227.597	227.676	0.079																444.7	1765	458.2	1858	445.9	1920.7	490.2	1949.5	517.3	1955.1	5
												ER	0		INTERNATIONAL		531.6	1590.7	1809.8	52.5	129.2	151.4	227.747	227.717	227.806	0.089																534.1	1638.4	530.5	1588.6	511.4	1595.6	491.8	1631.7	462.8	1569.3	6
												AE	1		INTERNATIONAL		655.5	1877.3	2558.4	80.3	78	192.3	227.896	227.836	228.017	0.181																654.4	1853.6	654.5	1878.5	662.3	1866.8	657.3	1797.3	631.1	1725.1	5
												AH	1		STUFF		605.9	1394	2701.6	73.7	214.8	448.2	228.4	228.366	228.467	0.101																526.9	1219.5	610.3	1391.6	652.3	1326.9	668	1312.8	649.2	1281.7	6
												IY	1		BE		411.2	2112.7	2737.5	242.9	175.1	399.6	228.82	228.797	228.866	0.069																426.6	2113.5	410.5	2112.2	431.2	2104.1	437.1	2005	632.8	1966.1	5
												AH	1		DONE		701	1544.4	2603.5	63.5	95.5	292.2	228.943	228.886	229.057	0.171																549.4	1637.1	715.8	1529.9	775.7	1437.4	773	1455.6	713.7	1518	5
												IY	0		THE		495	2142.2	3894.2	606.5	144.5	1135.7	229.886	229.849	229.959	0.11																469.9	2067.9	494.2	2144.8	465.1	2124.3	505.6	2105.8	581.4	2002.1	4
												AY	1		GUYS		806	1670.9	2815.4	36	223.7	1081.3	230.026	229.979	230.268	0.289																806	1670.9	784.3	1739.1	655.9	1774.3	554	1913.6	533.1	1988.1	5
												AY	1		MY		765.8	1571	2429.3	55.9	83.2	2031.7	231.826	231.819	231.909	0.09								s								746.8	1705.3	681.9	1794.5	635.1	1838.4	569.5	1856.7	514.1	1801	6
												EH	1		FRIENDS		745.2	1493.5	2602.1	112.3	119.9	608.2	232.096	232.059	232.169	0.11																733.9	1453.7	746.4	1500.7	766.9	1559.6	768.5	1602.3	725.4	1620.4	5
												ER	0		YEARS		411.9	1657.1	1881.2	170	380.1	403.4	234.348	234.318	234.408	0.09																418.2	1642.4	412.3	1659.8	445	1602.5	435.4	1573.6	428.3	1681.7	6
												AH	0		AHEAD		614.3	1599.2	2964.3	210.5	193.5	365	234.495	234.478	234.528	0.05																593.2	1574.3	614.3	1599.2	663.1	1651.7	695.5	1709.7	717.9	1759.1	5
												EH	1		AHEAD		754.4	1728.3	2864	76.5	127.7	714	234.614	234.588	234.667	0.079																751.2	1722.2	753.6	1730.2	741	1738	707.6	1734.7	635.7	1707.2	5
												IY	1		ME		468.1	2069.4	2827	311.4	182.6	798.2	234.834	234.797	234.907	0.11																463.2	2052.5	455.4	2071.6	599.4	2086.9	588.1	2066	525.7	2116.3	5
												IY	1		HE'S		377.4	2125.1	2702	88.6	126.4	290.7	235.553	235.533	235.594	0.061																374.2	2133.4	377.6	2124	375.6	2104.1	374.5	2064.7	376.1	2008.9	5
												EY	1		A		1006.4	1923.1	2882.2	593.6	692.4	514.4	235.925	235.794	236.264	0.47																375.3	1541.5	959.8	2129.7	437.5	1415.4	470.2	1188.6	450.4	1295.1	6
												ER	0		FOR		456.6	1292.8	1896.5	69.9	100.1	1127.9	236.38	236.343	236.453	0.11																459.1	1203.4	457	1300.8	441.9	1358.2	418.8	1470.9	416.9	1556.3	6
												OY	1		DELOITTE		470.9	1622.4	2469.2	106.5	224.8	345.5	236.777	236.724	236.883	0.159																522.9	1359.5	465	1661.4	443.6	1728.4	442.4	1156.4	436	1406.1	6
												AW	1		OUT		734.9	1613.2	2889.1	172.2	246.5	267	237.306	237.284	237.374	0.09																730.8	1623.3	747.9	1589.3	769.5	1579	761.7	1598.7	723.2	1594.7	5
												AA	2		COLORADO		827.8	1392.6	2886.9	85.4	159.3	495.6	237.584	237.554	237.644	0.09																806.7	1435.5	828.3	1389.1	839.1	1379.7	858.6	1374.4	857.4	1340	5
												ER	0		COLORADO		525.1	1245.8	1901.6	167.6	272	801.8	237.771	237.734	237.844	0.11																514.9	1238.3	523.6	1244.5	505.6	1267.6	540.1	1330.5	582.9	1346	6
												AA	1		COLORADO		828.7	1413.2	2834.1	57.4	164.1	191.1	237.897	237.844	238.004	0.16																810.6	1409.7	829	1412.4	818.3	1410	791.6	1421.7	680.4	1518.2	5
												OW	0		COLORADO		589.5	1611	2800.7	72.6	199.6	408	238.05	238.034	238.174	0.14																604	1549.3	603.5	1421.3	598	1359.1	619	1340.4	608.1	1379.6	5
												AE	1		AND		675.1	1973.3	2652.7	130.2	82.7	456.7	238.983	238.856	239.236	0.38																623.6	2075.6	670.8	1969.8	688.8	1896.8	696.7	1891.4	664.8	1686.2	6
												IY	1		HE		400.8	2277.4	3028.6	321.3	240.8	506.2	239.592	239.575	239.626	0.051																404.1	2307.4	397.1	2270.3	730.8	2381.1	1002.7	2419.7	1197.3	2432.2	4
												AE	1		TRAVELS		653.2	1779.7	2491.7	90.8	118.2	271.8	239.793	239.756	239.866	0.11																625.4	1741.5	656.7	1781	672.3	1776.8	676.5	1745.6	672.2	1666	5
												AH	0		OF		548.4	1484.2	2528.7	58.7	195.6	532.7	243.519	243.502	243.552	0.05																541.3	1473.1	548.4	1484.2	550.8	1496.8	541.6	1503.9	524.6	1499.5	6
												IY	0		THE		447.4	2117.7	3074.5	124.5	177.1	891.5	243.719	243.692	243.772	0.08																458.4	2211.2	446	2118.5	439.5	2148.8	493.4	2137.6	638.5	2125.1	4
												IH	1		BIG		476.7	2184.6	2375.1	234.7	665.6	909.3	243.809	243.792	243.842	0.05																455.1	2212	476.7	2184.6	461.3	2148.4	454.9	2070.4	456	2033.1	5
												ER	0		INTERESTS		582.4	1550.6	2153.2	438.6	424.5	381.6	244.022	244.002	244.062	0.06																814.5	1662.4	563.4	1538.5	492.7	1502.3	506.8	1499.9	522.7	1529.9	6
												AH	0		INTERESTS		559	1588.8	2512.4	95.4	167.7	355	244.085	244.062	244.132	0.07																548	1574.6	560.4	1593.2	546.1	1586.5	560.5	1598.3	726	1678.8	6
												AY	1		I		723.7	1722.4	2546	106.9	211.9	718.7	244.352	244.322	244.422	0.1								s								707.5	1654.2	719.1	1776.7	663.1	1898.8	568.2	1948.9	524.1	1915.4	5
												AA	1		GOT		719.3	1852.8	2663.5	101.4	220.8	627.7	244.491	244.461	244.552	0.091																664.7	1921	726.6	1846	752.8	1792.6	760.2	1724.7	764.6	1673.9	5
												AH	0		JUST		483.4	1504.6	2782.9	58.5	279.3	417.5	245.99	245.97	246.03	0.06																486	1509.4	483	1503.3	480.2	1485.3	497.2	1498	551.1	1538.7	5
												IY	1		HE		512.8	2372.4	3015.7	661.5	501.6	471.7	246.467	246.43	246.54	0.11																490.9	2342.1	517.8	2367.6	571	2297.8	557.5	2204.6	928.4	2377.7	4
												OW	1		TOLD		541.8	1465.2	2547.9	436.7	658.2	501.4	246.597	246.59	246.67	0.08																480.7	1497.2	585.1	1426.8	604.9	1450.8	662.3	1437.1	709	1586.4	5
												AY	1		QUITE		591.4	1524.7	2368.6	103.9	132.7	93.9	270.547	270.522	270.572	0.05								m								576.2	1429.7	585.5	1481.1	591.4	1524.7	589.6	1558.4	578.4	1580.3	6
												AO	1		OFTEN		711.8	1391.2	2493	49	76.9	245.3	270.652	270.612	270.732	0.12																676.5	1453.3	714.1	1382.9	720.3	1316.2	703.1	1265.9	663.2	1235.3	5
												AY	1		I		595.7	1832.5	2280.3	116.4	202.8	302	270.94	270.892	271.031	0.139								m								671.8	1764.1	589.1	1832.5	494	1639.7	539.7	1658.4	571.8	1604	5
												AE	1		FAMILY		607.8	1875.7	2402.4	71.3	182.1	231.3	271.245	271.202	271.332	0.13																525.8	1737.9	618.2	1883.9	685.5	1904.2	678.7	1872.3	715.6	1734.1	6
												AW	1		OUT		702.3	1734	2696.6	71.8	165.1	471.4	271.51	271.482	271.622	0.14																709.5	1703.9	713.4	1580.7	707	1491.3	687.4	1415.2	648.3	1365.2	5
												EH	1		THERE		608.5	1683.9	2309.6	141.5	116.3	336.6	271.842	271.792	271.942	0.15																578.1	1682.2	608.3	1684.5	607.6	1683.6	599	1686.4	595.8	1670.6	6
												AY	1		I		645.5	1550.2	2418	132.8	137.5	661.8	273.296	273.274	273.374	0.1								s								644.3	1550.8	608.2	1548.2	507.4	1481.3	463	1561.6	440	1634.5	6
												OW	1		GO		463.8	1002.1	2575.4	68.2	178.6	483.2	273.621	273.594	273.704	0.11																452.3	1004.3	485.4	1002.1	508.2	1038.5	512.4	1119.2	489.7	1227.7	6
												IY	1		SEE		408	2057.6	2962.1	204.7	186.6	453	273.917	273.884	273.984	0.1																1493.8	3487.2					2057.3	2552.7	1957.7	3022.4	4
												AH	1		THE		642.6	1508.4	2570.3	92.6	140.8	313.1	274.124	274.024	274.324	0.3																620.4	1541	643.6	1502.6	645.2	1479.6	643.7	1453.4	609.5	1376.5	5
												AE	1		AT		839.2	2022.6	3461.2	191	650	844.5	274.547	274.504	274.633	0.129																779.8	2346	841	1966.6	790.4	1539.3	634.1	1362.3	556.7	1455.4	4
												AW	1		OUT		577.6	1144.2	2242.8	84.4	95.8	1111.9	276.214	276.19	276.29	0.1																549.8	1131.2	626.8	1179.7	657.4	1240.6	630.1	1284.8	570.6	1319.8	6
												EH	1		THERE		520.7	1583.7	2366.7	106.5	126.9	252.1	276.397	276.38	276.43	0.05																516.4	1584.5	520.7	1583.7	518.1	1578.4	507.5	1578.6	495.1	1575.3	6
												IH	1		VISIT		553.8	1677.9	2576.2	72.4	101.4	290.2	276.617	276.6	276.65	0.05																546.4	1679.4	553.8	1677.9	563.6	1665.2	562.9	1657	556.3	1651.6	5
												AH	0		VISIT		470.1	1604.2	2597.2	95.3	197.8	592.4	276.749	276.729	276.79	0.061																469.5	1592.1	469.4	1605.3	461.7	1615.6	454	1607.5	448.5	1601.6	5
												EY	1		AWAY		496.9	1766.7	2545.4	89.5	445.7	327.1	277.342	277.33	277.4	0.07																493.3	1805.6	472	1894	448.9	1856.6	429.2	1759.2	638.3	1844.7	5
												IH	1		HERE		533.7	1827.4	2176.7	256.4	217.6	752	277.627	277.59	277.7	0.11																515	1810.3	533.7	1826.1	530.2	1752.6	544.2	1683.5	542.3	1655.8	5
												UW	1		THROUGH		416.2	1341.5	2958.8	229.3	297.9	1454.7	280.976	280.969	281.069	0.1																414.3	1315.7	557.9	1335.1	855.9	1390.3	768.4	1323	517.8	1296.4	4
												AA	1		ROCHESTER		753.3	1551.2	3079.8	130.7	342.3	271.9	281.146	281.109	281.219	0.11																740	1538.8	752.8	1552.2	747.5	1582.9	735.7	1602.6	704.6	1656.3	4
												EH	2		ROCHESTER		550.1	1644.4	2584.5	77.2	148.7	668.4	281.349	281.319	281.409	0.09																547	1652.2	550	1644.3	548.5	1642.1	531.8	1651.2	534.6	1765.6	5
												ER	0		ROCHESTER		441.8	1470.4	1913.2	134	130.9	305.9	281.528	281.488	281.608	0.12																460.2	1454.7	439	1472.7	421.7	1495.2	406.7	1506.7	429.1	1529.2	6
												EH	1		SPENT		711.7	1527.7	2946.6	80.4	139.2	590.2	281.789	281.749	281.869	0.12																667.1	1179.5	711.2	1535.8	685.4	1577.5	644.2	1491.3	587.7	1524.3	6
												EY	1		DAY		464.1	2118.3	2983.9	40.4	104.7	355.3	282.683	282.659	282.809	0.15																462.5	2145.4	447.4	2222.2	430.3	2299	415.2	2321.2	378.5	2257.1	4
												IH	1		TRIPS		528.3	1593.1	2308.9	68	117.3	209	282.959	282.939	282.999	0.06																556	1738.5	560.5	1722	545.4	1683.2	524.5	1668.4	507.3	1695.4	5
												EH	1		THERE		526.5	1780.5	2445	67.3	103.6	198.4	283.252	283.218	283.319	0.101																526.6	1770.4	526.4	1781.6	525.2	1793.2	530.3	1783.4	522	1744.8	5
												OW	1		GO		473.5	1255.7	2510.3	50.8	191.9	371.3	283.52	283.498	283.588	0.09																470.1	1246.6	476.5	1280.7	479.3	1297.8	473.6	1306.2	465.4	1369	6
												IY	1		SEE		445.2	2196	2954.8	335.1	358.5	1079.4	283.702	283.679	283.749	0.07																546.5	2121.3	441.5	2197.8	407.9	2139.2	399.5	2160.9	441.1	2182.4	4
												AA	1		CONCERTS		734.8	1445.6	2149.5	99.8	153	1091.7	283.906	283.869	283.979	0.11																737.9	1485.1	734.2	1443.9	735.6	1429.5	762	1394.1	764.8	1462.7	6
												ER	0		CONCERTS		433.1	1531.5	2225.4	89.8	316.9	396.2	284.092	284.069	284.139	0.07																479.7	1454.4	433.5	1537.6	447.1	1584.2	438.9	1599.5	428.5	1510	6
												AH	1		STUFF		623.7	1452.7	2290.7	102.5	157.9	1428.2	284.452	284.399	284.558	0.159																565.2	1450.4	631.2	1447.7	642.7	1385.8	625.8	1349.4	609.1	1295.4	6
												UW	1		USUALLY		409.4	1561.5	2275.7	98.8	350.8	263.3	287.603	287.586	287.636	0.05																407.3	1566.1	409.4	1561.5	412.3	1582.7	416.5	1598	416.4	1611.8	5
												AH	0		USUALLY		468.3	1769.6	2743.4	53.6	203.7	718	287.723	287.706	287.756	0.05																470.7	1748.8	468.3	1769.6	466.1	1803.6	462.6	1829.2	460.2	1858.1	5
												IY	0		USUALLY		441.7	1531.3	2621.7	128.4	241.5	865.7	287.803	287.786	287.836	0.05																442	1566.1	441.7	1531.3	444.1	1483.1	448.8	1465.1	457.4	1443.7	5
												AA	1		ROCK		806.3	1293.7	2441.1	66.8	244	1135.1	287.926	287.876	288.025	0.149																708.7	1266	814.6	1298.5	851.1	1331.1	826	1296.1	799.7	1335.2	6
												AA	1		CONCERTS		769.9	1422.3	2123.3	145.9	162.8	1767.9	288.223	288.186	288.296	0.11																751.5	1404.2	771.1	1422.8	783.3	1437.4	751.1	1319.1	729.5	1408.5	6
												ER	0		CONCERTS		463.1	1708.7	3129.5	158.2	221.1	1499.4	288.453	288.416	288.526	0.11																460.3	1628.3	463.1	1714.3	457.9	1804.9	465.5	1925.2	469.3	1933	4
												AO	1		GONE		696.3	1294.4	2536.9	86.4	111.7	1249.5	289.182	289.148	289.249	0.101																609.5	1293.8	700.3	1294.1	732.8	1271.9	731.3	1266.1	725.1	1312.3	5
												AW	1		OUT		782.6	1367.7	2870	86.5	192.1	683.5	289.318	289.299	289.419	0.12																792.5	1372.7	803.4	1373.8	768.5	1368.8	682.4	1330.4	620.5	1316.7	5
												IY	1		SEE		417.5	2061	3159	162.3	132.5	790.9	289.872	289.808	289.999	0.191																427.9	2043.5	422.8	2070.8	426	2098.2	428.8	2133.7	487.4	2033.7	4
												IY	0		HENRY		442.2	1565.9	1769	165.3	606.9	97.2	290.673	290.656	290.706	0.05																446.8	1545.9	442.2	1565.9	427.2	1593.7	410	1624.1	397.9	1631.3	6
												AA	1		ROLLINS		801.6	1260.8	1864.9	88.7	127	1485.6	290.849	290.806	290.936	0.13																794	1286.8	803.3	1260.4	810.3	1240.7	784.8	1168.8	774	1161.7	6
												IH	2		ROLLINS		523.7	1635	2547.7	281.1	288.1	1616.3	291.062	291.045	291.096	0.051																531.6	1630.3	522.1	1635.9	513.3	1631.1	506.5	1607.9	499.3	1588.8	5
												AH	1		DOES		571.8	1580.3	2472.3	58.7	140.7	201.1	291.67	291.643	291.723	0.08																534	1640.9	574.3	1575.4	592.7	1533	572.7	1511.8	520.2	1493.9	6
												OW	1		SPOKEN		519.8	1074	2432.7	50.9	206.5	272.7	292.036	292.022	292.142	0.12																535.7	1081.2	533.9	1069.2	506.5	995.7	496.9	918.9	534	1224.1	5
												ER	1		WORD		501.8	1447.3	1917.1	81.8	111.9	582.3	292.429	292.392	292.502	0.11																519	1369.9	500.9	1450.9	484.9	1515.7	443.9	1575.3	365.5	1655.3	5
												AY	1		SOMETIMES		721	1610.1	2675	102.4	142.5	663.8	292.778	292.723	292.843	0.12								m								629.2	1574.2	697.5	1569.3	718.8	1626	681.6	1648.9	618.3	1634.2	6
												EY	1		DAY		488.4	2040.4	2839.5	137.6	158.4	542.8	296.331	296.293	296.423	0.13																475.3	2044.4	481.2	2042.1	451	2086.7	447.1	2091.2	619.4	1999.6	5
												ER	0		SISTER		444.3	1539.6	2500.6	56.1	296.1	188	299.045	299.025	299.085	0.06																449.1	1641.1	444	1534	443.8	1488.4	442.6	1450.6	439.1	1417.4	5
												AH	1		BUFFALO		634.2	1143.3	2626	62.8	117.1	158.8	299.458	299.435	299.504	0.069																615.7	1137.1	634.9	1143.2	635.6	1134.6	621.4	1110.4	612.3	1079.5	5
												OW	1		SO		554.7	1391.6	2390.9	59.7	147.5	1165.4	299.915	299.875	300.035	0.16																534.3	1402.8	585.8	1349.4	590.3	1322.4	593.7	1257.4	557.5	1142.5	6
												AY	1		I		766.8	1600.9	2364.7	89.4	153	730.2	301.08	301.081	301.191	0.11								s								720.1	1308.7	746.8	1599.3	717.7	1630.6	646.7	1601.9	567	1765.1	6
												AW	1		OUT		662.8	1553.2	2427.5	50.3	275.7	330.6	301.483	301.471	301.541	0.07																667.2	1546.1	678.8	1514.6	666.6	1496.7	640.5	1502.1	583.4	1517.8	5
												EH	1		THERE		462.2	1604	2239.5	64.9	285.4	155.5	301.66	301.64	301.701	0.061																462.5	1596.1	461.7	1605.4	458.4	1616.9	458	1619	458	1612.3	5
												AH	1		MUCH		622.7	1300.7	2493.1	125.6	139.9	582.6	301.888	301.861	301.941	0.08																636.6	1213.3	619.9	1309.9	554	1414.4	452.3	1456.6	375.9	1461.7	6
												AA	1		POSSIBLE		713.4	1330.7	3046.7	140.5	202.6	105.8	302.168	302.131	302.241	0.11																688.5	1302.5	715.2	1331.9	738	1363.2	739.4	1375.9	709.9	1396.2	4
												AY	1		MY		713.6	1544.5	2211.8	90.9	150	1042.9	302.608	302.591	302.641	0.05								s								709.4	1491.3	713.6	1544.5	711.6	1598.5	706.9	1639.2	700.3	1663.9	5
												EH	1		NEPHEW'S		752.8	1776.3	2879.5	103.5	192.3	319.8	302.757	302.73	302.811	0.081																754	1796.2	751.1	1773.2	738.2	1815.6	748.6	1808.6	864.7	1942.7	4
												AW	1		OUT		659.2	1461.4	1866.8	65.7	118	2014.8	303.09	303.061	303.201	0.14																656.2	1463.6	700	1409.7	700.9	1386.2	667.4	1329.3	596.2	1266.7	6
												EH	1		THERE		557	1664.4	2544.6	89	151.7	461.8	303.338	303.321	303.371	0.05																551.3	1656.1	557	1664.4	565.3	1680.4	565.9	1691.6	575.2	1700.1	5
												AE	1		AND		538.1	1698.4	2157.4	98.2	176.2	189.6	303.418	303.401	303.451	0.05																541.8	1706.2	538.1	1698.4	535	1683.4	545.6	1669.6	558.2	1659.6	6
												EY	1		DANA		487.9	2250.4	2981.5	66.9	72.4	292	305.426	305.361	305.492	0.131																496.6	2362.5	486.8	2326	467.8	2345.3	479.5	2388.4	535	2470.6	4
												AH	0		DANA		647.7	1800.1	2847.2	79.8	233.5	270.5	305.575	305.542	305.642	0.1																633.9	1805.9	648.2	1798.6	636.6	1797.2	581.3	1816.8	515.7	1839	5
												IY	1		SHE'S		347.1	2557.8	3685.5	276	179.8	1479.5	305.848	305.802	305.941	0.139																352.3	2572.7	345.9	2541.1	349.1	2397	353.2	2403	353.9	2418.8	3
												IH	1		SIX		503.7	1934.1	3505.4	84	177.2	553.4	308.171	308.135	308.244	0.109																483	1980.8	505.4	1930.7	494.5	1959	469.9	2082.8	457.3	2091.8	4
												EH	1		NEPHEW'S		706	1724.6	1876.7	80.6	122.5	2103	308.551	308.525	308.604	0.079																712.6	1734	699.5	1717.2	640.6	1668	553.9	1557.7	506.3	1410.3	6
												AO	1		FOUR		492.8	782.3	2083.4	89.9	318.1	613.4	309.015	308.955	309.134	0.179																486.6	843.7	493.1	787.7	503.5	837.5	524	940.6	546.8	1074.5	6
												IY	1		HE'S		485	2056.4	2850.4	349.6	236.5	278.7	309.431	309.404	309.485	0.081																504	2092.2	480	2051.3	423.8	1974.6	394.5	1905.4	390.8	1853.4	5
												AH	0		JUST		509	1570	2665.5	65.5	96.2	206.9	309.661	309.644	309.695	0.051																505.2	1577.3	510	1568.1	520	1551.1	530.8	1524.6	538.5	1509.2	5
												AE	1		THAT		664.2	1543.2	2261.4	51.5	122.1	2291	311.193	311.14	311.3	0.16																645.5	1528	664.4	1545.4	657.9	1546.5	654.3	1486	680	1339.2	6
												AY	1		I		785.3	1747.5	2787.4	59.7	141.9	720.6	319.818	319.779	319.919	0.14								m								770.8	1725.7	773	1766.8	710.9	1748.4	652.2	1711.8	537.2	1633.7	5
												AH	1		LOVE		659.6	1269.5	2535.2	37	148.8	269.1	320.046	320.019	320.099	0.08																662	1272.6	658.7	1268.4	641.4	1248.6	614.1	1222.7	579.3	1194.5	6
												AH	0		CAUSE		471.8	1668.5	2925.9	92.5	175.2	886.9	320.495	320.478	320.529	0.051																473.4	1679.7	471.1	1667.3	464.2	1661	451.6	1699.6	440.1	1791.7	4
												IY	1		HE		448.1	1977.3	2718.5	164.3	162.5	465.6	320.628	320.608	320.669	0.061																432.6	2062	452.9	2084.6	631.2	2259.2	933.4	2352.5	1169.5	2406.1	5
												AH	0		CAUSE		486.8	1526.7	1957.2	41.7	299.7	1281.1	321.043	321.023	321.083	0.06																493.6	1546.6	485.9	1525	475.6	1516	456.8	1529.8	435.4	1551.1	6
												AH	1		SUCH		557.6	1543.6	2608.1	56.4	130.8	205.6	321.323	321.303	321.363	0.06																555.2	1544.4	556.6	1545.2	541.9	1570.2	532.6	1587.2	574.2	1648.5	6
												EY	1		CASE		523.4	2185.4	2721.5	211	184.7	323.9	321.625	321.613	321.743	0.13																520.3	2222.2	509.1	2241.5	517.7	2271.9	506.3	2278.9	447.1	2223.5	5
												AY	1		I		667.3	1496.9	2798.9	40.4	220.4	882.1	322.012	321.982	322.042	0.06								m								653	1561.7	665.2	1517.6	667.3	1496.9	669.7	1504.4	674.4	1514.5	5
												AH	1		LOVE		594	1180	2221.8	57.4	185.5	208.4	322.165	322.132	322.232	0.1																589.1	1145.4	594.9	1183.9	603.8	1238.9	589.6	1299.1	560.3	1342	6
												IY	1		DEALING		452.9	1919	2671.3	220	181.2	596.2	322.349	322.332	322.382	0.05																457.2	1923.2	452.9	1919	469.7	1925.2	492.8	1804.8	493.1	1659.8	6
												AO	1		ALBANY		672.3	985.6	2057.3	154.3	286.7	635.7	327.13	327.093	327.203	0.11																640.5	1133.5	676	976.1	672.3	906.5	678.7	947.4	688.3	999.1	6
												IY	0		ALBANY		488.9	1895.8	2718	129.5	414.7	370	327.393	327.373	327.433	0.06																509.7	1899.7	485.5	1896.7	453.8	1639.2	417.5	1684.4	383.3	1671.4	5
												AH	0		BEEN		615.8	1634.9	2666.2	44.6	180.3	385.2	327.51	327.483	327.563	0.08																580.6	1602.4	618	1635.5	627.3	1657.4	619.8	1712.3	600.5	1768.3	5
												UW	1		TO		442	1651.8	2559.7	131.7	167.5	225.9	327.689	327.682	327.763	0.081																450.4	1630.4	448.4	1538.2	430.4	1500.9	419.5	1503.5	421.8	1508.3	6
												UW	1		FEW		386.3	1866.3	2571.7	181.4	157.5	187	327.972	327.952	328.013	0.061																394	1845.4	385.3	1869	367.7	1889.9	367.4	1861.7	351.8	1754.9	5
												AY	1		TIMES		765.5	1482.8	2631	75.8	197.2	539.2	328.168	328.093	328.303	0.21								s								733.8	1583.7	764.6	1479.2	752.4	1488.8	732.8	1677	690	1764.5	6
												IH	1		KID		512.5	2029.2	2666.4	68.7	118	260.5	329.201	329.161	329.281	0.12																475.6	2062.1	517.7	2025.5	547.4	1982.7	543.8	1967.3	529.8	1931.5	5
												OW	1		GOING		558.3	897.1	2052.6	207.2	218.4	701.1	329.453	329.431	329.531	0.1																557.9	905.7	572.6	897.1	580.8	906.2	567.2	906.9	551.3	895.9	6
												AE	1		FAMILY		613.4	1998.3	2720.4	85.1	127.9	284.2	329.898	329.861	329.971	0.11																594	1978.9	613.3	1998.6	608.4	1980.5	633.7	1840.3	660.4	1624.4	5
												IY	0		FAMILY		500.8	2145	3206.6	311.6	452.9	1636.4	330.078	330.061	330.111	0.05																508.7	2108.2	500.8	2145	495.2	2136.4	498.3	2052.2	501.6	2011.4	4
												OW	1		GOING		554.9	1163.1	2527.7	126.9	310.5	704.8	330.183	330.161	330.25	0.089																548.8	1185.4	580.5	1124.2	630.2	1097.5	647.3	1152.8	667.6	1215.2	5
												AH	0		TO		524.9	1551.4	2769.3	94.3	200.8	592.6	330.358	330.341	330.391	0.05																520	1559.9	524.9	1551.4	524.1	1544.7	511	1575.8	483.2	1614.5	5
												AH	1		THE		635	1485.9	2884.7	49.5	167.9	570.3	330.501	330.441	330.621	0.18																617.2	1507.7	636	1483.4	654.9	1493.9	653.1	1495.3	646.8	1527.7	5
												IY	0		MUSEUM		417.6	2020.8	2674.7	192.9	193.2	117.3	331.901	331.871	331.961	0.09																397.1	1961.3	417.6	2030.2	413.4	2067.9	455.5	2080.7	515.4	2077.4	5
												AW	1		OUT		740.6	1272.8	1910.5	79.2	77.6	1212.8	332.089	332.071	332.191	0.12																741.8	1268.8	744.8	1257.2	718.7	1223.3	664.5	1209.1	609.9	1362.2	6
												EH	1		THERE		570.9	1742.8	2458.5	53.7	113.7	176.4	332.407	332.301	332.62	0.319																559.5	1708.8	571.8	1737.7	545.4	1745.7	523.9	1767.6	510.1	1680.8	6
												AY	1		I		670	1829.4	3360.9	72.1	171.9	869.7	334.267	334.28	334.34	0.06								s								632.1	1886.4	608.8	1900.7	563.5	1932.6	514.5	1997.3	635.5	2094.4	4
												UW	1		DO		408.6	1755.4	2407	117.4	117.4	408.1	334.387	334.38	334.44	0.06																408.6	1755.4	427.1	1666.2	460.3	1595.9	489.2	1531.2	509	1512	5
												AE	1		HAVE		610.8	1778.5	3206.5	59.2	107.1	1366.5	334.493	334.47	334.54	0.07																576.3	1774.6	615.1	1777.3	657.7	1752	670.5	1719.7	663.3	1671.6	4
												AH	0		A		596.4	1276.1	2470.4	38.8	159.7	655.3	334.663	334.64	334.71	0.07																600.9	1247.7	595.9	1277.9	591.3	1311.8	590.5	1332.4	586.1	1368.8	5
												AO	1		SMALL		696.4	904.6	2055.3	103.3	106.2	627.4	337.163	337.116	337.256	0.14																675.7	915	697.6	904	693.2	906.4	688.5	924.2	675.3	948.4	6
												AW	1		AMOUNT		839	1336.3	2596.4	42.2	153.3	778.1	337.421	337.396	337.495	0.099																841.8	1307	840.1	1264.9	833.5	1246.3	820.9	1239.9	799.2	1277.8	5
												AE	1		FAMILY		590.1	2036.8	2703.6	89	240.5	516.4	337.739	337.706	337.806	0.1																582.4	2011.4	592.1	2037.7	625.8	1987.5	644.9	1834.5	639.8	1733.6	5
												IY	0		FAMILY		524	1985.6	3265.4	223.5	427.9	1243	337.929	337.905	337.976	0.071																515	1987.1	525.6	1981.1	536.2	1939.7	546.5	1880.2	840.2	2009.9	4
