age	city	ethnicity	first_name	last_name	location	name	sex	state	tiernum	year	years_of_schooling	vowel	stress	pre_word	word	fol_word	F1	F2	F3	B1	B2	B3	t	beg	end	dur	plt_vclass	plt_manner	plt_place	plt_voice	plt_preseg	plt_folseq	style	glide	pre_seg	fol_seg	context	vowel_index	pre_word_trans	word_trans	fol_word_trans	F1@20%	F2@20%	F1@35%	F2@35%	F1@50%	F2@50%	F1@65%	F2@65%	F1@80%	F2@80%	nFormants
												AH	0		A		596.6	1486.7	2978.6	65.7	146.5	1198.6	388.132	388.115	388.165	0.05																598.4	1495.7	596.6	1486.7	580.6	1456.3	548.6	1423.7	521.5	1459.5	5
												AA	1		ON		1093.4	1645	3182.6	202.1	109.9	848.2	388.448	388.345	388.655	0.31																1073.6	1620.9	1089.9	1647.6	1067.2	1658.2	1038.2	1666.8	1019	1679.2	4
												AO	1		LONG		850.9	1432.1	2561.5	423.3	480.4	1030.9	398.006	397.986	398.046	0.06																884.5	1510	834.7	1420.1	669.1	1303.9	558.7	1312.1	552.4	1350.5	5
												AY	1		TIME		841.2	1820.6	3147.1	85.2	132.2	320.9	398.191	398.176	398.336	0.16								m								821.8	1688.5	809.8	1639.5	790.1	1573.9	684	1613.3	631.6	1673.4	5
												IH	1		PRETTY		539.4	1845.8	3343.9	267	101.3	2015.3	399.507	399.49	399.54	0.05																542.4	1849.2	539.4	1845.8	532.6	1831.2	525.5	1802.7	525.5	1770.6	4
												AY	1		TIME		820	1824	2130.1	133.4	78.5	901.7	399.875	399.84	399.99	0.15								m								815.8	1825.6	787.8	1830.4	700.4	1818.9	619.2	1356.4	615.9	1804.5	6
												AH	1		SOME		825	1449.8	2942.4	68.7	134.8	573.2	405.73	405.71	405.77	0.06																819.1	1491.2	825.8	1443.7	827.6	1390.8	820.6	1344.8	801.2	1306.3	5
												AH	1		OF		652.1	1298.9	2668.1	122.1	310.6	240.9	405.89	405.87	405.93	0.06																669.2	1292.3	648.6	1299.8	598.6	1286.2	530.6	1249.6	472.7	1217.6	6
												EH	1		THEM		939.5	1612.7	2030.7	123.8	96.9	1183.6	406.076	406.04	406.149	0.109																857.9	1627	946.7	1611.9	920.3	1603.8	849.5	1560.6	807	1524.9	6
												AY	1		I		973	1736.3	3119.3	243.8	139.5	272.4	406.414	406.37	406.699	0.329								s								932	1842.9	786.7	2140.7	649.8	2389.9	482	2540.4	453.1	2643.6	4
												AH	1		LUCKILY		844	1410.7	3238	103.1	212.3	538.1	406.86	406.83	406.92	0.09																842.7	1387.1	845	1409.7	853.6	1385.8	824.1	1364.5	939	1788.3	4
												IY	0		LUCKILY		594.3	1749.8	3306.5	170.6	140.4	142.1	407.05	407.03	407.09	0.06																581.1	1666.8	595.1	1760	601.6	1863.1	606.6	1980.8	610.6	2071.6	5
												AE	1		HAD		787	2007.6	3262.7	66.6	273.8	750.9	407.35	407.32	407.41	0.09																789.7	2125.9	786.5	1987.4	781.1	1912.8	767.5	1856.8	710.6	1778.9	4
												AA	1		LOT		841.1	1357.4	3053.9	148.5	116.5	330.6	407.677	407.56	407.91	0.35																828	1377.4	835	1353.4	718.2	1570.3	678.3	1372.1	887.9	1508.3	4
												AH	0		GOOD		591.6	1590.5	2797.3	40.1	131.7	571.6	408.06	408.04	408.1	0.06																584.1	1579.6	592	1593	590.7	1620.9	584.2	1655	572.9	1688.2	5
												IY	1		TEACHERS		402.8	2236.6	3257.5	137	651	932.2	408.303	408.27	408.37	0.1																419.2	2158.2	401.8	2261.3	392.1	2417.5	668.3	2549.5	1358.9	2876	4
												ER	0		TEACHERS		539.4	1829	2503.3	133.8	237.9	643.7	408.503	408.48	408.55	0.07																536.8	1812.3	538.8	1830.3	533	1839.6	526.5	1834.9	475.1	1810.1	5
												AE	1		AND		543.1	1846.8	3107.2	83.3	285.5	461.6	410.285	410.248	410.358	0.11																598.2	1964.5	547.8	1843.8	609.3	1886.6	613.5	1914	601	1917.9	5
												AH	0		GOOD		624.7	1733.8	2648.9	79.9	154.6	350.7	410.688	410.668	410.728	0.06																612.2	1714.5	625.3	1737.1	624.3	1771.4	612.3	1813.3	588.3	1841.4	6
												IY	1		TEACHERS		501.2	2791.7	4019.7	405.2	820.1	706.7	410.881	410.858	410.927	0.069																486.5	2828.9	503.7	2790	508.2	2763.2	438.9	2673	915.6	3072.3	3
												ER	0		TEACHERS		629.8	1922.4	2633.1	79.6	135.1	500.2	411.067	411.037	411.128	0.091																625.9	1953.2	630.2	1919.5	629	1904.6	620.6	1867.4	586.3	1829.9	6
												AY	1		I		717.7	1706.5	3338.6	117.2	125.7	397.5	421.843	421.856	421.906	0.05																622.9	2023.6	572.6	2121.5	527.9	2252.4	508.9	2344.3	506.5	2411.4	4
												IY	0		BE		452.7	2017.5	3352.5	67.5	102.2	862.3	422.176	422.156	422.216	0.06																454.1	2047.7	452.6	2013	451	1971.7	450.3	1942.2	451.2	1921.6	4
												IY	0		REALLY		577.2	1988.1	3583.2	157.2	90.4	283.4	422.386	422.356	422.445	0.089																607.8	1884	574.6	1995.3	540.2	2067.1	494.8	1992.5	529.2	1824.5	4
												AE	1		BAD		751.7	2100.5	3529.1	134.3	157.7	357.7	422.553	422.506	422.646	0.14																668.1	2137.6	759.7	2095.6	785.6	2009.4	794.1	1951.1	820.5	1929.7	4
												AE	1		MATH		842.8	2073.2	3321.4	189.5	212.9	1029.1	422.833	422.786	422.926	0.14																765	2134.2	847.7	2059.7	869.2	1936.7	905	1610.5	874	1679.5	5
												AH	1		BUT		609.5	1380.4	2959	179.6	129.7	238.3	423.063	423.036	423.116	0.08																605	1385.2	610.5	1382.2	609	1409.7	590.5	1409.6	555.1	1378.9	5
												AE	1		MATH		875.9	1978.6	3196	249.3	261.4	323.6	423.249	423.206	423.336	0.13																817.5	2040.2	880.5	1971.1	887.5	1889.5	855.6	1840.6	836.1	1765.4	4
												AY	1		MY		824.6	1768.5	3383.9	264	126.1	325.3	423.627	423.606	423.656	0.05								s								789.4	1661.9	818.4	1727.6	820.2	1806.3	799.7	1857.6	784.5	1880.9	4
												EY	1		FAVORITE		649	2014.5	2754.8	355.3	455.2	480	423.787	423.775	423.846	0.071																600.8	2015.1	562.1	2034.6	565.9	2042.7	572.9	2045	579.8	2014.2	5
												ER	0		FAVORITE		564.6	1632.8	1994.7	87.2	137.2	340.5	423.906	423.876	423.966	0.09																568.4	1710.9	564.6	1621.8	563.9	1597.4	574.8	1655	594.9	1748.1	5
												AH	0		FAVORITE		644.3	1793.6	3107.6	188.5	74.8	348.7	423.986	423.966	424.026	0.06																640.1	1799	644.9	1793.4	651.1	1795.3	654.8	1798.4	664.3	1801.3	4
												AH	0		SUBJECT		771.2	1474.7	3303.2	131.1	169.7	689.9	424.442	424.412	424.502	0.09																713.9	1506.2	779.8	1475	814.5	1478.3	792.3	1481.7	692.5	1470.3	4
												EH	1		SUBJECT		717.9	1799.4	3412.8	169.2	150.6	644.3	424.629	424.602	424.682	0.08																646.6	1817.4	723.2	1796.6	776.1	1766.2	792.7	1751.7	789.4	1809.4	4
												IH	1		YEAR		664.3	2031.4	3121.9	139.7	323.5	367.8	425.014	424.981	425.081	0.1																649.7	2056.7	665.9	2028.3	671.1	2006.5	676.4	1960.8	677.2	1909.6	4
												EH	1		YES		917.3	1817.4	3183.3	114.3	125.6	454.1	428.255	428.228	428.309	0.081																857.6	1910.2	921.8	1810.1	959.9	1745.6	952.7	1729.6	918.6	1709.8	4
												EH	1		VERY		672.4	1869.2	2544.5	100.7	141.7	448.6	428.652	428.579	428.798	0.219																649.6	1882.5	674.3	1866.6	664.4	1866	638.2	1888.7	630.6	1907.4	5
												AY	1		MY		884.8	1830.1	2985.6	401.2	107.4	1701.8	429.259	429.24	429.29	0.05								m								844.4	1771	883.3	1819.2	866.4	1856.2	827.2	1866.3	807.5	1872.8	5
												EY	1		FAVORITE		603.9	2111.5	2774.4	192.9	270.8	291.3	429.422	429.39	429.47	0.08																569.5	2014.8	601.1	2101.5	597.8	2130.4	585.7	2166.5	575.2	2189.2	5
												IY	1		TEACHER		446.6	2653.9	3830.4	155.3	255.6	991.6	429.696	429.67	429.749	0.079																453.3	2645.4	445.6	2655.9	435	2676.6	692.2	2922.3	1416	3465.9	3
												ER	0		TEACHER		635.7	1834.3	2546.3	90.8	85	654.6	429.873	429.84	429.94	0.1																637.2	1823.8	635.7	1835.9	640.5	1817.4	645.7	1866.6	617.8	1847.2	5
												AH	0		A		845.3	1386	3047.4	312.3	86.1	398.4	452.261	452.238	452.308	0.07																872.6	1381.3	848.2	1387.7	824.8	1401.2	749.2	1446.1	629.8	1507.3	5
												AA	1		COT		1133.1	1633.2	2972.4	119.1	183.2	451.4	452.568	452.498	452.708	0.21																1136	1595	1132.1	1637.3	1100.1	1664.8	1059.4	1689.5	1027	1751.6	4
												AH	0		IS		486.3	1863.6	2795.5	139.2	261.5	3317.3	452.948	452.918	453.007	0.089																526.7	1937.7	483.6	1853.2	455.8	1700.7	437.2	1637.9	452.3	1830.6	5
												AY	1		LIKE		841.9	1482.4	3325.2	154.8	158.8	263	453.189	453.168	453.297	0.129																830	1511	746.4	1787.1	644.7	2068.1	574.3	2332.3	472.8	2567.2	5
												AH	0		A		722.7	1778.9	2795.9	184.5	408.2	1545.1	454.864	454.841	454.911	0.07																657.8	1864.6	727.3	1761.3	760.5	1576.1	735.2	1515.8	729	1550.2	5
												AO	1		SMALLER		1023.6	1254.5	2900	329.7	149.4	973	455.218	455.191	455.271	0.08																989	1225.7	1024.9	1257.2	1037	1289.6	1038	1310	1022.4	1314.4	6
												ER	0		SMALLER		655.4	1698.8	2432.8	96.1	119.7	267.3	455.5	455.44	455.621	0.181																667.2	1690.3	654.7	1697.6	639.7	1679.1	637.5	1654.4	631.8	1624.6	5
												AW	2		PULLOUT		980.2	1477.7	3210.3	170.8	206.8	424.9	456.191	456.172	456.302	0.13																983.1	1479.8	981.1	1469.4	920.7	1416.1	860.8	1340.4	800	1222.6	4
												EH	1		BED		907.3	1667.2	3432	78.8	159.2	502	456.462	456.412	456.562	0.15																866.8	1609.3	908.3	1673.4	889	1678.4	839.6	1649.5	746.3	1532	4
												AE	1		HAS		752.6	1980.3	3263.5	93.9	101.4	178.9	456.985	456.962	457.031	0.069																768.2	2003.6	751	1976.7	730.7	1923.1	673.1	1855.4	595.2	1790.7	4
												EH	1		LEGS		846.4	1787	3410.5	114.9	143.5	395.3	457.743	457.716	457.796	0.08																862.4	1687.2	844.3	1796	809.4	1907.1	737.8	2018.5	627.9	2203.4	4
												AH	0		THAT		423.5	2240.9	3355.1	74.2	113.1	239.7	457.943	457.926	457.976	0.05																421.7	2205.6	423.5	2240.9	434.5	2316.1	440.6	2382.4	446.2	2446.4	4
												AY	1		LIKE		742.6	1511.7	3361.7	130.2	177.6	187.8	458.37	458.375	458.436	0.061																705.5	1830.6	648.6	1992.9	581.7	2152.7	547.8	2200.5	616.4	2196.8	5
												OW	1		OPEN		638.8	1064.6	2241.9	120.6	78	1502	458.52	458.505	458.616	0.111																641.9	1036.9	631.6	958.4	596.4	865.4	529.2	824	552.2	954.4	6
												AH	0		OPEN		655.5	1539.8	2971	91.3	141.6	747.9	458.702	458.685	458.736	0.051																652.3	1515.1	655.5	1545.3	649.8	1578.3	638.1	1599.5	623.3	1591.8	5
												AH	1		UP		1019.2	1562.8	3336.2	200.9	180.6	454.5	458.832	458.776	458.945	0.169																983	1579.2	1020.7	1559.5	1018	1502	977	1451.2	850.3	1407.5	4
												AE	1		AND		749.4	2087.3	3241	194.3	165.9	1903.8	459.571	459.541	459.631	0.09																757.7	1928.9	748.2	2089.2	715.9	2110	652.9	1922.3	615.4	1849.3	5
												AH	0		A		613.9	1792.9	3507.7	102.7	187.1	270.5	459.728	459.711	459.761	0.05																619.9	1803.4	613.9	1792.9	592.5	1783.6	553.7	1859.1	519.1	1931.2	4
												EH	1		BED		985	1776.1	3224.1	65.9	95.1	768.8	459.941	459.871	460.08	0.209																944.7	1754.3	986.5	1777.8	986.6	1805.7	939.3	1822.7	835.5	1839.6	4
												AY	1		LIKE		760.3	1600.1	2786.8	122.7	109.9	2414.5	460.67	460.671	460.751	0.08																734.5	1777.1	665.6	1860.1	589.1	1976.7	539.6	2259.7	474.2	2455.1	5
												AH	0		WITH		604.3	1398.3	3317.6	107.6	273.6	82.8	461.157	461.13	461.211	0.081																618.8	1399.8	603.5	1394.8	598.5	1348.1	682.5	1596.3	809.6	1868.4	4
												AY	1		LIKE		725.4	1643.4	3314.7	131.6	160.9	840.7	461.306	461.301	461.37	0.069																708.7	1797.5	660.3	1947.1	604.1	2109.8	573.7	2278.1	550	2264.1	5
												AH	0		A		775.1	1924.6	2767.3	92.7	272.5	469.8	461.458	461.441	461.491	0.05																756.5	1953.4	775.1	1924.6	806.8	1877.7	833.9	1842	858.9	1818.1	5
												EH	1		HEADBOARD		904.1	1820.4	2859.6	68	142.3	1428.9	461.674	461.651	461.721	0.07																960.4	1802.1	897	1822.7	817.8	1757.1	716.7	1572.9	562.2	1532.2	5
												AO	2		HEADBOARD		504.9	845.2	2893.8	302.3	84.5	141.8	461.898	461.841	462.011	0.17																485.7	839.4	511.1	846.5	599.3	934.5	612	1044	631.6	1177.6	5
												AE	1		AND		660.2	2039.9	3285.4	160.9	91.8	251.1	462.468	462.441	462.521	0.08																668	2056.7	658.1	2037.6	642.2	2004.8	616.8	1971.6	594.1	1932.5	4
												AE	1		MATTRESS		918.3	2161.5	3216.4	163.3	306.1	307.9	462.748	462.691	462.861	0.17																837.6	2259.9	925.8	2149.3	971.1	2029.4	935.1	1934	895.6	1836.2	4
												AH	0		MATTRESS		607.9	1820.7	3204.1	115.9	147.5	208	463.024	462.981	463.111	0.13																614.9	1843.9	608.6	1818.8	609.2	1792.4	610.9	1761.8	590.4	1724.6	4
												AE	1		AND		635.7	1651.2	3385.8	165.8	181.8	992.2	463.208	463.191	463.241	0.05																622.1	1651.5	635.7	1651.2	662.3	1677	683.6	1702.5	700.7	1716.6	4
												EY	1		FRAME		620.2	2465.2	2867.2	302.6	1102.6	1685.4	463.543	463.531	463.751	0.22																583.8	2222.3	568.7	2300.3	625.7	2483.5	543.9	2501.8	552.5	2108.5	5
												AO	1		ALL		930.7	1391.9	2692.1	248.8	141.4	1635.6	463.924	463.901	463.971	0.07																792.6	1395.2	941.3	1392.5	997.8	1394.6	1011.7	1392.6	970.8	1362.1	5
												AE	1		THAT		902.1	2076.3	3812.6	232.5	276.6	259.1	464.188	464.141	464.281	0.14																941.1	2076.8	901.3	2077.3	891.6	2066.7	913.4	2048.7	944.6	2009.8	3
												IH	1		GETTING		519.2	2583	3511.1	127.9	273.5	275.7	471.726	471.709	471.759	0.05																511.2	2596.4	519.2	2583	536.9	2545.3	545.9	2480.8	538.4	2398.3	4
												AO	1		CAUGHT		942.7	1326.6	1785.8	162.8	192.5	1487.6	472.196	472.129	472.329	0.2																902.9	1302.8	946.3	1328.9	952.3	1358.2	923.8	1382.5	941.8	1343.6	6
												IH	1		GETTING		541.7	2658.3	3517.6	128.4	193.6	257.3	473.525	473.508	473.558	0.05																537.5	2675.4	541.7	2658.3	548.4	2622.4	558.7	2594.2	569.4	2579.2	4
												IH	0		GETTING		573.2	2478	3544	92.3	334.8	164.6	473.605	473.588	473.638	0.05																571.8	2437.7	573.2	2478	577.3	2563.3	576.9	2633.4	573.2	2691.3	4
												AO	1		CAUGHT		948.8	1322.7	2763.4	86	59.6	162.8	473.948	473.888	474.067	0.179																921	1334.8	951.6	1322.8	966.2	1337.8	948.1	1387.8	917.6	1463.8	5
												IH	1		IS		542.5	1952.3	3211.4	113.9	161.5	292.6	474.197	474.177	474.238	0.061																581	1978.1	538.4	1949.2	512.1	1943	505.1	1971.7	503.8	1990.8	4
												AH	1		TROUBLE		872.9	1376.4	1687.4	145.7	124.9	1596.2	474.918	474.888	474.978	0.09																869.5	1362	872	1375.4	848.4	1356.1	799.3	1304.8	691.7	1189.5	6
												IH	1		GETTING		554.1	2047.9	2907.9	215.3	575.1	258.6	476.644	476.627	476.677	0.05																538	2038.8	554.1	2047.9	582	2063.2	598.3	2073.3	604	2089.2	5
												IH	0		GETTING		585	2178.2	3140.2	208.6	183.6	355.4	476.724	476.707	476.757	0.05																580.6	2154.9	585	2178.2	594.3	2236.5	601.8	2312.2	610	2398.2	5
												AW	1		FOUND		1047.9	1618.3	2817.4	220.4	312.1	227.4	477.052	477.007	477.197	0.19																1025.6	1612.7	1061.4	1600.6	1075.8	1544.9	916.6	1400	767.5	1191.8	5
												AW	1		OUT		990.9	1611.1	2830.4	93	202.3	199.4	477.422	477.406	477.587	0.181																997.4	1593.2	970.7	1487.1	925.6	1365.6	812.9	1283.8	813	1100.9	5
												AY	1		I		932	1541.3	2906.2	349.4	422.8	1104.2	480.589	480.579	480.649	0.07								m								921.6	1483.9	860.3	1360.9	784.6	1339.7	734.6	1371.5	702.2	1421.6	5
												AH	0		YOU		525	2233.9	2526.8	71.5	305	945.6	480.846	480.829	480.879	0.05																534.5	2174.2	525	2233.9	505.2	2285.4	480.7	2365.5	461.9	2418.4	5
												AY	1		FIND		961.8	1663.9	2220.9	300.7	321	843.2	481.255	481.199	481.339	0.14								s								790.7	1472.9	935.8	1587.6	931.2	1798.6	727.2	1688.8	582.2	1520	6
												AW	1		OUT		879.9	1831.6	2881.8	159.7	189.2	476.5	481.442	481.419	481.569	0.15																903.2	1786.5	922.3	1618.2	847.8	1472.8	743.7	1337.3	619.6	1232.6	5
												AH	1		SOMETHING		797.7	1278.7	2614.7	348.3	126.1	393.4	481.718	481.688	481.779	0.091																794.1	1302.4	795.2	1274.8	713.9	1262.5	572.9	1246.2	537.7	1186.9	6
												IH	0		SOMETHING		586	1996.6	3383	58.5	103.4	998.5	481.922	481.899	481.969	0.07																590	1927.7	585.7	2005	583.3	2098.2	584.3	2225.1	584.1	2414.9	4
												AH	1		DOESN'T		621	1640.5	3178.3	92.5	244.8	711.2	482.149	482.119	482.208	0.089																593.1	1681.3	622.1	1636.5	622.9	1586	597.1	1546.6	562.5	1500.3	4
												EH	2		NECESSARILY		931.3	1661.2	2532	128.7	194.4	1157.1	482.475	482.448	482.529	0.081																885.9	1527.4	931.6	1659.6	924.5	1532	851.4	1263	778.9	1221.5	6
												EH	1		NECESSARILY		615.9	2029.2	3527.3	92.9	121.3	1054	482.726	482.689	482.799	0.11																606.3	2039.5	616.6	2027.8	633	2016.9	636.7	2006.3	631.9	1966.1	4
												IY	0		NECESSARILY		505.1	2241.4	3567.6	209.6	340	271	482.909	482.889	482.949	0.06																511.7	2149.2	504.5	2249.5	508.3	2277.3	517.6	2318.6	535.8	2358.8	4
												AE	1		HAVE		752.6	1974.5	2727.8	157.4	145.9	2060.7	483.012	482.989	483.059	0.07																732.3	2022.4	752.3	1961.5	745.2	1888.6	700.6	1825.9	580	1779	5
												AH	0		TO		501.5	1885.1	3106.7	101.6	184.5	2285.6	483.166	483.149	483.199	0.05																494.2	1902.4	501.5	1885.1	520.7	1878.9	524.6	1855.8	508.2	1780.2	5
												IY	1		MEAN		548	2834.2	3732.7	199	317.5	719.1	483.289	483.259	483.349	0.09																539.3	2782.1	548.4	2836.6	558.5	2871.1	575.7	2890.5	584.8	2917.3	3
												AH	1		TROUBLE		840.6	1414.2	2591	122.3	107.1	845.2	483.886	483.859	483.939	0.08																829.8	1414	840.3	1414	823.4	1403.6	783.4	1351.6	690.8	1256.7	5
												AH	1		SOMETHING'S		809	1393.6	2372.5	174.4	128.3	583.2	485.449	485.426	485.496	0.07																776.2	1410.8	809.6	1390.9	781.9	1362.7	707.8	1337	575.4	1307.6	6
												AE	1		HAPPEN		866.9	2201.8	3712.6	107.9	152.2	484.2	486.029	485.986	486.116	0.13																808.1	2278.7	870.7	2192.1	898.3	2096.6	881.6	1987.3	756.6	1821	4
												AH	0		HAPPEN		576.7	1674.2	2691.1	68.1	185.4	1006.2	486.212	486.195	486.246	0.051																571	1669.2	578.2	1674.8	587.8	1673.7	586.7	1674.3	575.9	1681.4	5
												AH	0		A		891.6	1392.6	3247.5	309.7	128.7	103.3	493.307	493.28	493.36	0.08																981.9	1606	885	1391.7	840.2	1356.4	787.6	1294	679.6	1249.2	4
												EH	1		BET		918	1779.8	3268.1	157.8	78.6	756.2	493.55	493.5	493.65	0.15																820.6	1729	925.4	1782.8	1001.5	1815.3	1029.6	1838.7	1036.1	1864.5	4
												IH	1		IS		509.4	2206.5	3435.9	78.7	145.2	295.2	494.192	494.149	494.279	0.13																532	2200.1	506.3	2210.2	478.2	2157.5	447.1	1975.9	437.8	1716.9	5
												AH	1		MONEY		802.6	1223.9	2624.7	351.8	89.2	994.6	494.549	494.509	494.629	0.12																748.7	1190.6	810.5	1232.1	878.3	1326	886.3	1419.1	772.7	1598.8	5
												IY	0		MONEY		505.1	3143.2	4319.4	103.1	386.4	355.8	494.752	494.709	494.838	0.129																518	3149.4	503.7	3173.1	513.3	3254.7	522.7	3177.3	505.6	3106.4	3
												AH	1		SOMETHING		645.1	1201.1	1723	506	238.2	538.7	497.055	497.028	497.108	0.08																585.6	1148.9	646.6	1205.2	649.4	1236.9	640	1235	614.9	1245.9	6
												IH	0		SOMETHING		582.6	2075.7	3349.2	57.3	58.5	298.2	497.301	497.268	497.367	0.099																553.9	1984.1	584.8	2085.9	584	2156.9	565.8	2217	559.6	2263.5	4
												AY	1		I'D		1001.1	1734.1	2803.1	75.4	149.9	1693.6	500.259	500.252	500.392	0.14																990.3	1671.8	993.9	1831.2	975.4	2037.3	835.7	1804.5	633.5	1436.1	5
												AE	1		HAVE		713.5	2018.9	3212.6	143.8	185.9	270	500.479	500.452	500.532	0.08																685.6	2033	713.9	2014.7	689.4	1959.2	634.1	1910.8	557.7	1905.6	4
												EY	1		SAY		549.5	2027.4	3225.8	53.3	118.5	82.2	500.714	500.702	500.802	0.1																539.9	2086.2	528.1	2159.5	540.3	2159	572.9	2119.1	601.6	2028.3	4
												EY	1		WAGER		570.1	2070	3100.5	106.1	225	336.6	500.963	500.951	501.052	0.101																549.7	2172.3	489.3	2370.4	444.9	2519.3	438.1	2597.4	445.9	2527.4	4
												ER	0		WAGER		577.4	1866.7	3064.8	90.9	90.6	808.7	501.182	501.152	501.242	0.09																576.1	1877.3	577.1	1867.7	574.7	1869.7	573.9	1857.5	567.9	1876.9	4
												UW	1		DO		485.6	1550.1	2635.2	100.8	141.3	587.8	501.579	501.572	501.641	0.069																487	1517.9	488.3	1368	477.7	1265.7	468.9	1187.5	472.9	1142.8	5
												AH	0		WITH		513.8	1283	2186.8	136.7	175	954	501.695	501.671	501.742	0.071																535.9	1259.1	510.1	1286.3	592.2	1430.2	771.4	1775.7	876.2	2014.7	6
												IY	0		MONEY		492.8	2816	4076.9	154.3	337.9	1420.6	501.962	501.942	502.002	0.06																487	2755.7	492.6	2821.7	483.7	2850.3	469.9	2831	463.7	2759.2	3
												AO	1		MORE		691.2	1128.7	2416.8	337.1	77.5	362.4	502.142	502.122	502.182	0.06																655.4	1091	694.2	1134.5	713.9	1190	711.8	1242.6	703.3	1271.1	6
												AE	1		THAN		569.4	1692.8	3318.4	122.6	221.9	602.9	502.349	502.332	502.382	0.05																560.5	1709.7	569.4	1692.8	581.8	1677.4	581.9	1672.5	579.4	1668.2	4
												AH	0		A		568	1591.8	3032.5	185.1	113.5	1389.3	502.452	502.432	502.492	0.06																571.3	1592.1	566.2	1590.2	536.3	1575.9	472.6	1607.1	423.7	1698.9	5
												EH	1		BET		827.7	1545.7	3227.8	199.7	157	318.3	502.599	502.572	502.652	0.08																729.5	1540.1	835	1546.6	892.4	1554.7	913.4	1557.9	923.6	1555.5	4
												AH	0		A		526.3	2037.2	3263.9	158.1	364.7	1310.3	503.174	503.154	503.214	0.06																538.5	2023.6	525.9	2041	521.9	2082	584.8	2099.5	663	1935.8	4
												EH	1		BET		900.9	1684.3	3159.6	84.4	104.4	139.3	503.404	503.374	503.464	0.09																879.9	1625.6	901.6	1687.9	903.8	1722.3	887.1	1743.5	835.4	1741.7	4
												AY	1		LIKE		620.7	1411.4	1615.1	119.3	94.9	1354.9	503.944	503.933	504.033	0.1								m								615	1461.7	595.4	1500.4	576	1496.7	552.2	1486.1	472.1	1454.6	6
												OW	1		OH		620.7	1080.3	3141.7	281	77.9	216.6	504.642	504.59	504.74	0.15																593	1189.4	620.7	1080.3	589.3	1039.3	578	1028.4	574.4	1024.4	5
												AY	1		I		967.1	1508.9	3140.8	251.7	156.1	162.7	504.818	504.74	504.9	0.16																760.9	1124.9	893.5	1332.6	965.6	1530.3	873.1	1754.8	650.2	1890.6	4
												EH	1		BET		737.1	1677.2	3133.2	239.5	156.1	207	504.98	504.95	505.04	0.09																652.2	1647.6	750.7	1685.7	811.1	1735.6	823.8	1778.6	858.6	1868.2	4
												UW	1		YOU		412.2	1260.8	2586.4	95.8	248.8	436.6	505.313	505.25	505.44	0.19																404.4	1358.9	411.8	1241.5	416	1173.6	417.9	1438.3	410.6	1306.5	5
												AY	1		I		1025.8	1716.3	3056.5	117.6	190.1	177.9	506.323	506.312	506.402	0.09								s								1018.3	1740.7	993.9	1801.7	941.5	1871.8	895.9	1929.3	776.9	1904.4	5
												EH	1		BET		777.5	1808.3	3004.9	189.3	152.2	147.2	506.492	506.472	506.532	0.06																745.8	1772.3	780.5	1813	794.9	1844.1	807.9	1873.6	808.6	1903.2	4
												UW	1		YOU		399.5	1418.4	2670.1	37.9	294.7	554.1	506.745	506.682	506.871	0.189																401.6	1593.9	398.7	1408.7	422.6	1643.1	422.6	1709.8	427.3	1694.8	5
												AE	1		THAT'S		790.8	2045.6	3232.8	134.2	185	298.8	507.011	506.951	507.132	0.181																681.2	2046.6	798.1	2043.2	830.4	2025.6	836	1944.3	833.7	1927.9	5
												AE	1		HAPPEN		943.1	2005.7	3068.1	164.7	224.2	203.5	507.549	507.512	507.622	0.11																916.9	2059.9	944.3	2001.9	950.2	1926.6	932.5	1861.9	838.5	1768.7	5
												AH	0		HAPPEN		583.2	1652.5	3027	112.1	103.4	269.2	507.719	507.702	507.752	0.05																577.9	1649.2	583.2	1652.5	587.1	1659.5	595	1669.5	585.7	1673.5	5
												AY	1		I		571.3	1889.7	2828.3	154	169.8	231.6	508.117	508.13	508.25	0.12								m								531.9	1860.4	503.7	1732.2	445.4	1683.2	436.7	1627.5	437.7	1634.8	5
												EH	1		BET		792.7	1766.1	3034.9	236.7	163	115.6	508.387	508.36	508.44	0.08																755.7	1718.1	796.3	1769.6	829.4	1793	831.1	1813.8	814.4	1867.8	4
												UW	1		YOU		408.1	1533.1	2439.8	66.1	551.5	664.8	508.647	508.63	508.68	0.05																414.5	1589.1	408.1	1533.1	413.9	1506	434	1588.9	444.8	1660.9	6
												AH	1		SOMETHING'S		834.4	1452.3	2908.6	273.5	247.7	369.7	508.783	508.76	508.829	0.069																804.2	1502	836.5	1447.3	855.5	1381.6	868	1304.3	844.8	1256.3	5
												AH	0		GONNA		543.8	1741.8	3090.8	111.1	142.2	435	509.286	509.259	509.34	0.081																549.9	1738.3	543.2	1742.3	541.9	1759	549.8	1792.8	539.4	1835.4	4
												AE	1		HAPPEN		899	1944.1	2854.6	224.9	306	1196.8	509.487	509.45	509.56	0.11																851.3	1972.4	901.7	1941.9	912.5	1865.2	885.4	1796.9	720.3	1724.1	5
												AH	0		IT'S		566.2	1686.1	3145.5	116.8	179.2	519	509.7	509.68	509.74	0.06																567.8	1687	565.4	1686.4	549.7	1699.3	520.1	1752.5	573.1	1882.1	4
												AA	1		NOT		1060	1670.3	3078.7	247.7	189.8	278.2	509.903	509.87	509.97	0.1																995.7	1661.7	1065.9	1670.9	1098	1687.1	1088.9	1705.7	1020.3	1717.2	4
